description,y_pred,y_conf,y_true
Insertion of device to monitor muscle compartment fluid pressure,Moderate-High,0.55270463,1
Incision and drainage of abscess in scrotal sac of testicle,Moderate-Low,0.98074853,1
Ultrasound of abdomen,Very-Low,0.7839667,1
Nuclear medicine study of kidney with assessment of blood flow and function,Low,0.96992075,1
CT scan of leg before and after contrast injection,Low,0.99859804,1
CT scan abdomen before and after contrast,Low,0.99877125,1
Chemical destruction of anal growths,Low,0.9236371,1
Laser treatment (total area less than 250 sq centimeters) for inflammatory skin disease,Low,0.9887166,1
MRA scan of neck blood vessels before and after contrast,Low,0.99648774,1
MRA scan of neck blood vessels,Low,0.99905306,1
Biopsy of floor of mouth,Low,0.4561013,1
Application of long or short leg clubfoot cast,Low,0.9969584,1
Colorectal cancer screening; flexible sigmoidoscopy,Low,0.9152183,1
Imaging of liver and bile duct system with use of drugs,Low,0.99050844,1
"Destruction of malignant growth (over 4.0 centimeters) of trunk, arms, or legs",Low,0.7808801,1
Partial removal of lung tissue using an endoscope,Very-High,0.4687154,1
"New patient office or other outpatient visit, typically 30 minutes",Very-Low,0.59839416,1
Testing of autonomic (sympathetic) nervous system function,Low,0.99217826,1
MRA scan of neck blood vessels with contrast,Low,0.99414825,1
Ultrasound limited scanning of head and neck blood flow (inside the brain),Low,0.9847558,1
Application of short leg cast (below knee to toes),Low,0.9990127,1
"Range of motion testing of arm, leg or each spine section",Low,0.9220788,1
"Pathology examination of tissue using a microscope, intermediate complexity",Low,0.96026343,1
Insertion of electrodes in bone for measurement and recording of brain wave activity (EEG),Moderate-Low,0.7126543,1
CT scan of arm before and after contrast,Low,0.9988373,1
"Ambulatory blood pressure monitoring, recording, scanning analysis, interpretation, and report 24 hours or longer",Very-Low,0.9470909,1
CT scan chest with contrast,Low,0.99754214,1
Drainage of tailbone cyst,Low,0.36079088,1
Critical care delivery critically ill or injured patient,Moderate-Low,0.55567914,1
Ultrasound of eye disease or growth,Low,0.98769146,1
CT scan of middle spine,Low,0.9991714,1
CT scan of abdominal blood vessels with contrast,Low,0.9917779,1
MRI scan of lower spinal canal with contrast,Low,0.9624348,1
X-ray of middle spinal canal with radiological supervision and interpretation,Low,0.65852743,1
Ultrasonic guidance during surgery,Low,0.9293926,1
Mapping of electrical brain wave activity (EEG) to provoke seizure activity or assess brain function,Low,0.6524273,1
Removal of polyp or growth of rectum and large bowel using an endoscope,Moderate-Low,0.74587244,1
Insertion of temporary bladder catheter,Low,0.82672703,1
Nuclear medicine study of radioactive material distribution at multiple tumor locations,Low,0.9982097,1
Radiological supervision and interpretation of change of tube (accessed through the skin) or drainage catheter with contrast monitoring,Low,0.95979935,1
MRI scan of brain before and after contrast,Low,0.99240476,1
Strapping of elbow or wrist,Low,0.6930164,1
Donor bone graft for spine surgery,High,0.5200221,1
"Destruction of malignant growth (2.1 to 3.0 centimeters) of trunk, arms, or legs",Low,0.7634451,1
Manipulation of palm pretendinous cord following enzyme injection,Moderate-High,0.40447405,1
"Initial hospital inpatient care, typically 50 minutes per day",Low,0.99858403,1
Cardiac shunt detection,Low,0.994679,1
"Application of skin substitute (wound surface great than or equal to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-Low,0.92892325,1
Testing of autonomic (sympathetic) nervous system function,Low,0.99217826,1
Imaging of joint with stressing by physician,Low,0.98636067,1
Imaging of voice box with speech evaluation,Low,0.99017394,1
Biopsy of lip,Moderate-Low,0.85928726,1
Radiological supervision and interpretation of placement of blood vessel prosthesis procedure,Moderate-Low,0.7873095,1
"Destruction of malignant growth (0.5 centimeters or less) of face, ears, eyelids, nose, lips, or mouth",Low,0.82634556,1
Relocation of patient skin to trunk,Low,0.70025027,1
Ultrasound of fetal heart blood flow,Low,0.9067101,1
Biopsy of lining of nose,Low,0.3934599,1
Single plane imaging procedure,Very-Low,0.5161093,1
Release of large bowel from spleen and abdominal wall,Low,0.44357577,1
Partial removal of spine bone and growth in spinal column,High,0.4646048,1
"Negative pressure wound therapy, surface area less than or equal to 50 square centimeters, per session",Low,0.995465,1
Exchange blood transfusion,Low,0.9716241,1
"Insertion of arterial catheter for blood sampling or infusion, accessed through the skin",Low,0.9413018,1
Radiological supervision and interpretation X-ray of vein of spleen and liver,Low,0.9013912,1
"Shaving of 0.6 centimeters to 1.0 centimeters skin growth of scalp, neck, hands, feet, or genitals",Low,0.9594224,1
Radiological supervision and interpretation of imaging of abdominal artery,Low,0.9635952,1
Hospital observation care typically 50 minutes,Low,0.99961334,1
Nuclear medicine study of nervous systems,Low,0.9995413,1
"Nuclear medicine study of heart function wall motion at rest and stress with evaluation of blood ejection from heart, multiple studies",Low,0.9386295,1
MRI scan of pelvis before and after contrast,Low,0.9987772,1
Irrigation of nasal sinus,Moderate-High,0.44066808,1
"Injection of anesthetic agent, thoracic vertebra",Moderate-Low,0.8885837,1
Needle measurement and recording of electrical activity of muscles at bladder and bowel openings,Low,0.9570102,1
"Nerve transmission studies, 3-4 studies",Low,0.95759106,1
"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implem",Low,0.9951539,1
Nuclear medicine whole body study for thyroid cancer,Low,0.98604244,1
Ambulatory continuous glucose (sugar) monitoring for a minimum of 72 hours,Very-Low,0.92000103,1
"MRI scan bones of the eye, face, and/or neck",Low,0.91973525,1
Anesthesia for procedure to correct abnormal heart rhythm,High,0.5395693,1
Biopsy of external female genitals,Low,0.7614908,1
"Dilation of bladder canal (urethra), female",Low,0.47096387,1
Peritoneal-venous shunt patency test,Low,0.97970355,1
Partial release of large bowel using an endoscope,High,0.5789363,1
"Telehealth consultation, critical care, subsequent, physicians typically spend 50 minutes communicating with the patient and providers via telehealth",Low,0.9098449,1
Insertion of temporary pacemaker electrode for diagnostic lower heart pacing,Low,0.64023507,1
"Ultrasound limited scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow",Low,0.9682989,1
Biopsy of lung using an endoscope,Moderate-Low,0.7970685,1
"Shaving of 0.5 centimeters or less skin growth of the trunk, arms, or legs",Low,0.960955,1
Nuclear medicine study of vessels of heart using drugs or exercise single study,Low,0.9996024,1
"Evaluation of physical therapy, typically 20 minutes",Low,0.9984939,1
Prolonged inpatient or observation hospital service each 30 minutes beyond first hour,Low,0.9995291,1
Ultrasound of fetal heart blood flow,Low,0.9067101,1
Injection of abnormal muscle drainage tract for X-ray study,Low,0.9029507,1
"Ultrasound examination and continuous monitoring of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report",Low,0.98956466,1
Radiation therapy plan,Low,0.995112,1
Tests for facial paralysis disorders,Low,0.5537373,1
Radiological supervision and interpretation of placement of catheter with drainage (accessed through the skin) procedure,Low,0.74691993,1
Ultrasound evaluation of blood vessel during diagnosis or treatment,Low,0.8797758,1
Insertion of radiation therapy devices in prostate gland for radiation therapy guidance,Low,0.56393445,1
"Radiological supervision and interpretation X-ray of disc of vertebra, upper or middle spine",Low,0.9865137,1
Insertion of radiation therapy devices in vagina for radiation therapy,Low,0.8825267,1
Incision and drainage of female genital gland abscess,Moderate-Low,0.6156398,1
Examination of cervix using an endoscope with biopsy of uterine lining,Moderate-Low,0.91638255,1
CT scan head or brain before and after contrast,Low,0.9992508,1
Harvest of veins for coronary artery bypass procedure using an endoscope,Low,0.6995436,1
Biopsy and scraping of the cervix using an endoscope,Moderate-Low,0.81531006,1
"Injection to cause blood clot in a diseased or bulging vessel of arm or leg, accessed through the skin",Moderate-High,0.5117099,1
"Moderate sedation services by physician also performing a procedure, patient younger than 5 years of age, first 30 minutes",Low,0.8165566,1
Needle measurement and recording of electrical activity of muscles of arm or leg limited study,Low,0.961129,1
Laser treatment (250 to 500 sq centimeters) for inflammatory skin disease,Low,0.99049485,1
Diagnostic examination of nasal passages using an endoscope,Moderate-Low,0.85160977,1
Electronic analysis reprogramming and refill of spinal canal drug infusion pump,Low,0.9926905,1
MRA scan of arm blood vessels,Low,0.9989297,1
"Needle biopsy of abdominal cavity growth, accessed through the skin",Moderate-Low,0.5503386,1
Imaging of bone marrow multiple areas,Low,0.8352978,1
Closed treatment of dislocated foot joint,Low,0.79088163,1
Placement of skin electrodes for measurement and recording of stimulated sites of the legs,Low,0.89360446,1
Drainage of lower jaw abscess,Low,0.44036338,1
CT scan of lower spine,Low,0.9987684,1
Biopsy of back of throat,Moderate-Low,0.86474675,1
Insertion of electronic device into bladder with measurement of urine flow pressure,Low,0.98717785,1
Removal of implantable contraceptive capsules,High,0.2974388,1
Closed treatment of broken toe,Moderate-Low,0.6024393,1
X-ray of upper digestive tract with contrast followed by x-ray of small bowel at later point,Low,0.93384224,1
"New patient office or other outpatient visit, typically 30 minutes",Very-Low,0.59839416,1
Evaluation of non-cardiac chest pain using esophageal balloon,Low,0.9590884,1
"Nursing facility discharge day management, 30 minutes or less",Low,0.9918241,1
Thoracic targets delineation for stereotactic body radiation therapy,Moderate-Low,0.84411305,1
Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,Low,0.9913999,1
Nuclear medicine study heart muscle with metabolic evaluation,Low,0.99943775,1
Imaging and evaluation of deep cells of the eye,Low,0.9922659,1
Destruction of 15 or more skin growths,Low,0.93029946,1
Flow cytometry technique for DNA or cell analysis,Low,0.8159236,1
MRI scan of bone marrow,Low,0.9967585,1
Microscopic genetic analysis of muscle,Low,0.7886506,1
Injection of chemical agent into multiple veins of same leg,Low,0.83951503,1
"Remote evaluations of defibrillator up to 90 days with analysis, review and report",Low,0.95832086,1
Chromosome analysis for genetic defects,Low,0.99626225,1
Molecular pathology procedure,Low,0.95792407,1
Repair of central venous catheter for infusion,Low,0.4778678,1
Nuclear medicine study heart muscle at rest and/or stress multiple studies,Low,0.9991912,1
CT scan pelvis,Low,0.99961156,1
"Dialysis services (1 physician visit per month), patient 20 years of age and older",Low,0.4980355,1
CT scan of abdominal and pelvic blood vessels with contrast,Low,0.91130793,1
Needle biopsy of testis (testicle),Moderate-Low,0.8998916,1
Translocation analysis (BCR/ABL1) minor breakpoint,Low,0.6114672,1
Insertion of catheter for suction of secretions,Low,0.8390691,1
Biopsy of finger or toe nail,Low,0.8235315,1
Analysis of genetic material,Low,0.726167,1
"Dialysis services (1 physician visit per month), patient 20 years of age and older",Low,0.4980355,1
Repositioning of central venous catheter using fluoroscopic guidance,Low,0.9947844,1
"Repair of wound (2.5 centimeters or less) of the face, ears, eyelids, nose, lips, and/or mucous membranes",Low,0.53151125,1
Scraping of cornea for diagnosis,Low,0.87771136,1
MRI scan of blood vessels of chest,Low,0.95046,1
Hearing assessment of abnormal sounds,Very-Low,0.91995704,1
Strapping of shoulder,Very-Low,0.6589208,1
Radiation therapy plan,Low,0.995112,1
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,Low,0.5311979,1
First degree burn treatment,Low,0.9958834,1
Injection of agent into vein to assess blood flow of skin graft or flap,Low,0.80195165,1
Drainage of blood or fluid accumulation,Moderate-Low,0.3924874,1
Destruction of (up to 1 centimeter) growth of eyelid margin,Moderate-Low,0.707161,1
Radiological supervision and interpretation of balloon dilation of narrowed artery,Low,0.7661978,1
Moderate sedation services by physician or health care provider not performing a procedure,Low,0.5272424,1
Placement of breast localization devices accessed through the skin with mammographic guidance,Low,0.9772067,1
Radiological supervision and interpretation X-ray of jaw joint,Low,0.9387101,1
Advance care planning by the physician or other qualified health care professional,Low,0.99001175,1
Psychotherapy for crisis,Very-Low,0.8178337,1
Incision and drainage of ear canal abscess,Low,0.69668406,1
Musculoskeletal surgical navigational orthopedic operation using imaging guidance,Low,0.99736565,1
"Application of cast, shoulder to hand (long arm)",Moderate-Low,0.8776259,1
"Venography for blood clot in veins, both legs or arms",Low,0.94958806,1
Removal of foreign body in nose,Low,0.4405134,1
Monitoring of gastroesophageal reflux including analysis and interpretation,Low,0.99552566,1
"Diagnostic mammography, including computer-aided detection (cad) when performed; bilateral",Very-Low,0.99874145,1
Removal of growth of finger or toe nerve,Moderate-Low,0.558307,1
Biopsy of cervix using an endoscope,Moderate-Low,0.74377745,1
Removal of drug delivery implant from tissue,Low,0.9640933,1
Hydration infusion into a vein 31 minutes to 1 hour,Low,0.61419487,1
Imaging of brain and spinal cord fluid leakage detection and localization,Low,0.99967206,1
"Low frequency, non-contact, non-thermal ultrasound wound assessment, and instructions for ongoing care, per day",Low,0.89716905,1
CT scan of abdominal blood vessels with contrast,Low,0.9917779,1
Examination of external female genitals using an endoscope,Low,0.9355646,1
Application of long arm splint (shoulder to hand),High,0.95935076,1
Nuclear medicine study of radioactive material distribution at tumor location,Low,0.99941635,1
Needle measurement and recording electrical activity of muscles including jitter blocking and/or fiber density using single electrode,Low,0.9608259,1
Blood gases measurement,Very-Low,0.9499721,1
"High dose brachytherapy through skin surface, 1 channel or up to 2.0 cm",Low,0.90768534,1
Non-cardiac vascular flow imaging,Low,0.8283331,1
Injection procedure for X-ray imaging of the bladder and bladder canal (urethra),Low,0.7923464,1
Single plane imaging procedure,Very-Low,0.5161093,1
Dressing change under anesthesia,Low,0.9508483,1
Emergent insertion of breathing tube into windpipe cartilage using an endoscope,Moderate-Low,0.831511,1
Biopsy of penis,Moderate-Low,0.8437284,1
MRI scan of middle spinal canal with contrast,Low,0.9702088,1
Application of cast to hand and lower forearm,Moderate-Low,0.89912945,1
Ultrasound of scrotum,Low,0.8178254,1
"Rotary wing air mileage, per statute mile",Low,0.8652253,1
Nuclear medicine imaging whole body,Low,0.9178357,1
Flow cytometry technique for DNA or cell analysis,Low,0.8159236,1
Nuclear medicine study of radioactive material distribution,Low,0.9982291,1
Hospital observation care typically 70 minutes per day,Low,0.9578265,1
Sleep monitoring of patient (6 years or older) in sleep lab,Low,0.99877936,1
"Rotary wing air mileage, per statute mile",Low,0.8652253,1
"Follow-up inpatient consultation, complex, physicians typically spend 35 minutes communicating with the patient via telehealth",Low,0.9530893,1
Monitoring and recording of gastroesophageal reflux with pH electrode insertion including analysis and interpretation,Low,0.9777796,1
Insertion and removal of wire or pin with bone traction,Moderate-High,0.56090426,1
"Bone and/or joint imaging, whole body",Low,0.99025047,1
"Ear, nose, or throat procedure",Low,0.7229865,1
Procalcitonin (hormone) level,Very-Low,0.9862163,1
"Removal of foreign body in external eye, conjunctiva",Low,0.91692656,1
Nuclear medicine study of heart muscle following heart attack with evaluation of blood ejection from heart,Low,0.90951145,1
"Subsequent hospital inpatient care, typically 25 minutes per day",Low,0.8876899,1
Irrigation of abdominal cavity,Low,0.7125263,1
Application of cast to hand and lower forearm,Moderate-Low,0.89912945,1
Nuclear medicine study of kidney with assessment of blood flow and function,Low,0.96992075,1
Fluoroscopic and video recorded motion evaluation of swallowing function,Low,0.9923563,1
"Diagnostic mammography, producing direct 2-d digital image, bilateral, all view",Very-Low,0.9999385,1
"Shaving of 1.1 to 2.0 centimeters skin growth of the trunk, arms, or legs",Low,0.93261117,1
Evaluation and recording of swallowing using an endoscope,Low,0.9392727,1
Incision of engorged external hemorrhoid,Moderate-Low,0.95761657,1
"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",Low,0.992105,1
Insertion of probe into esophagus for recording and pacing upper or lower heart rhythm,Low,0.869195,1
Reoperation of upper or lower leg artery more than 1 month after original operation,Low,0.9145647,1
Evaluation of fine needle aspirate,Low,0.9983668,1
Insertion of catheter for recording of right lower heart chamber rhythm,Low,0.8309067,1
Low dose ct scan (ldct) for lung cancer screening,Low,0.9684529,1
"Ingestion of test items for allergies, 120 minutes",Low,0.995974,1
Ultrasound evaluation of heart blood vessel during diagnosis or treatment,Low,0.8872697,1
MRI scan of arm joint with contrast,Low,0.9626363,1
"Bone and/or joint imaging, whole body",Low,0.99025047,1
Insertion of catheter into breast for radiation therapy concurrent with partial breast removal using imaging guidance,Moderate-Low,0.56926143,1
Imaging of spleen,Low,0.7803141,1
Removal of eyelashes by forceps,Low,0.9959443,1
Placement of breast localization devices accessed through the skin with stereotactic guidance,Low,0.7874842,1
"Destruction of malignant growth (2.1 to 3.0 centimeters) of scalp, neck, hands, feet, or genitals",Low,0.7731038,1
Radiological supervision and interpretation of imaging of lymphatic system of one arm or leg,Low,0.99784744,1
Injection of dye for X-ray of salivary glands,Low,0.9899462,1
Evaluation of retinal response to light,Low,0.9947267,1
MRA scan of neck blood vessels before and after contrast,Low,0.99648774,1
Injection for X-ray imaging procedure on veins of arm or leg,Low,0.965252,1
Radiological supervision and interpretation X-ray of covering of spinal cord,Low,0.9899345,1
Infusion of chemotherapy into a vein up to 1 hour,Low,0.9880718,1
"Ventilation assistance and management, hospital inpatient or observation",Low,0.9994741,1
"Subsequent observation care, typically 35 minutes per day",Low,0.97404045,1
Removal of implantable contraceptive capsules,High,0.2974388,1
CT scan of face with contrast,Low,0.9972192,1
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,Low,0.5311979,1
Biopsy of soft tissue of leg or ankle,Moderate-Low,0.7817508,1
Release of twisted large bowel using an endoscope,Low,0.912768,1
Placement of breast localization devices accessed through the skin with MRI guidance,Low,0.6421365,1
Insertion of indwelling bladder catheter,Low,0.6598718,1
"Home dialysis services per month, patient 20 years of age or older",Moderate-High,0.7790084,1
Behavioral and qualitative analysis of voice and resonance,Low,0.99212,1
Insertion of temporary pacemaker electrode for diagnostic upper heart pacing,Low,0.5632247,1
Biopsy of uterine lining,Low,0.6447292,1
Dressing change and/or removal of burn tissue (greater than 10% total body surface),Low,0.9905066,1
CT scan of face,Low,0.9978269,1
Lengthening of esophagus,Very-High,0.25346074,1
Interpretation of fetal monitoring during labor by consulting physician,Low,0.9769557,1
Nuclear medicine imaging from skull base to mid-thigh,Low,0.98952127,1
Ultrasound evaluation of heart blood vessel,Low,0.9411167,1
Destruction of (up to 1 centimeter) growth of eyelid margin,Moderate-Low,0.707161,1
Radiological supervision and interpretation of imaging of major abdominal vein,Low,0.9799438,1
Fine needle aspiration,Low,0.97073674,1
Evaluation of fine needle aspirate with interpretation and report,Low,0.98503566,1
Oral administration of radioactive material therapy agent,Low,0.9860496,1
"Repair of wound (2.5 centimeters or less) of the scalp, underarms, trunk, arms, and/or legs",Low,0.8108603,1
Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,Moderate-High,0.5402181,1
Needle measurement and recording of electrical activity of head or trunk muscles,Low,0.94698477,1
Placement of external devices to assist circulation,Low,0.9975553,1
"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older",Low,0.96378255,1
Incision and drainage of eye cyst,Moderate-Low,0.5058309,1
"Application of long leg cast (thigh to toes), walker or ambulatory type",Low,0.9948626,1
Application of long leg cast brace,Low,0.526889,1
Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on both sides of body,Moderate-Low,0.7443279,1
Cell examination of urine,Low,0.9988481,1
Electronic assessment of bladder emptying,Low,0.88193864,1
Examination of lung airways using an endoscope with imaging guidance and ultrasound,Moderate-Low,0.88937414,1
"Management of radiation therapy, simulation, intermediate",Low,0.9981229,1
Tests for facial paralysis disorders,Low,0.5537373,1
Removal of foreign bodies in large bowel using an endoscope,Moderate-Low,0.90094286,1
Radiological supervision and interpretation of insertion of catheter into biliary duct using an endoscope,Moderate-Low,0.6580466,1
Radiological supervision and interpretation of imaging of vein of both kidneys,Low,0.99878305,1
CT scan of neck with contrast,Low,0.9978206,1
Family psychotherapy including patient,Low,0.6832301,1
Injection of air or X-ray contrast material into abdominal cavity,Low,0.7913283,1
Hemodialysis procedure with one physician evaluation,Low,0.9977245,1
"Preparation of graft site of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-Low,0.92988163,1
Nuclear medicine study of respiratory systems,Low,0.9998462,1
Removal of skin and bone,High,0.3862842,1
"Initial hospital inpatient care, typically 70 minutes per day",Low,0.9701909,1
Injection procedure for X-ray imaging of the spleen and portal (liver) vein,Low,0.9560211,1
"Ultrasound examination and continuous monitoring of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report",Low,0.98956466,1
Test for detecting genes associated with colon cancer,Low,0.9957237,1
Application of long leg splint (thigh to ankle or toes),High,0.95682347,1
Needle measurement and recording of electrical activity of muscles of arms or legs,Low,0.8290888,1
Radiological supervision and interpretation of removal of obstructive material in catheter procedure,Low,0.84895515,1
Supervision and interpretation of ultrasound of digestive tract using an endoscope,Low,0.9139795,1
Hospital observation care typically 50 minutes,Low,0.99961334,1
Neuropsychological testing by technician with interpretation and report by a qualified healthcare professional per hour,Low,0.99978036,1
"Shaving of over 2.0 centimeters skin growth of the trunk, arms, or legs",Low,0.93435746,1
Detection test for multiple types influenza virus,Very-Low,0.9471337,1
"Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery, first hour",Low,0.96382594,1
"Established patient office or other outpatient visit, typically 15 minutes",Very-Low,0.884807,1
"Transitional care management services, moderately complexity, requiring face-to-face visits within 14 days of discharge",Low,0.9998349,1
MRI scan of arm before and after contrast,Low,0.99414766,1
Radiological supervision and interpretation of imaging of artery of one adrenal gland,Low,0.99901485,1
"Application of moveable, hinged finger splint",Low,0.9995925,1
"Removal of growth (0.6 to 1.0 centimeters) of the trunk, arms, or legs",Moderate-Low,0.6703393,1
Study of sleep patterns,Low,0.99935883,1
"Removal of inflamed or infected skin, up to 10% of body surface",Low,0.9057503,1
MRI scan of abdomen before and after contrast,Low,0.992434,1
Insertion of drain device in anus,Moderate-Low,0.91155195,2
Evaluation of single or dual chamber pacing cardioverter-defibrillator with programming or reprogramming,High,0.5536393,2
Incision of corner of eye at eyelids,Moderate-High,0.53414494,2
"Exploration, drainage, or removal of foreign body of wrist bone",Moderate-Low,0.496167,2
"Anesthesia for lower abdominal hernia repair, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery",Moderate-Low,0.9912306,2
Biopsy of soft tissue of upper arm or elbow,Moderate-Low,0.84215504,2
Incision of bladder with destruction of growths and/or insertion of radioactive material,High,0.49793622,2
Computer-assisted surgical navigational procedure for bone procedures,Moderate-Low,0.97657436,2
Sleep monitoring of patient (younger than 6 years) in sleep lab,Low,0.84511906,2
"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",Moderate-Low,0.99205536,2
"Removal of malignant growth (1.1 to 2.0 centimeters) of the face, ears, eyelids, nose, or lips",Moderate-Low,0.94045454,2
Incision of external urinary opening,Moderate-Low,0.7447949,2
Biopsy of small bowel using an endoscope which is inserted through abdominal opening,Moderate-Low,0.9720026,2
Insertion of catheter for recording to identify origin of abnormal heart rhythm,Low,0.95194393,2
Closed treatment of broken forearm bone,Moderate-Low,0.84163094,2
"Biopsy or removal of lymph nodes of under the arm, open procedure",Moderate-Low,0.65280485,2
Anesthesia for procedure on veins of upper leg,Moderate-Low,0.95738745,2
Injection of anesthetic agent of multiple rib nerves,Moderate-Low,0.9787629,2
External hyperthermia treatment depth greater than 4 cm,Moderate-Low,0.71909386,2
Irrigation of nasal sinus,Moderate-High,0.44066808,2
Closed treatment of fracture hand bone,Moderate-Low,0.817834,2
Division of muscle of anus,Low,0.82001567,2
Small bowel procedure,High,0.45084754,2
Insertion of catheter into right upper heart chamber for evaluation of congenital abnormalities,Moderate-Low,0.6705807,2
Removal or relocation of corneal conjunctiva,Moderate-High,0.73749816,2
Vaginal suture of cervix during pregnancy,Moderate-Low,0.88632643,2
Removal of polyps or growths in large bowel using an endoscope,Moderate-Low,0.9725624,2
Anesthesia for vasectomy,Moderate-Low,0.690467,2
Injection of vocal cords using an endoscope with operating microscope or telescope,Moderate-Low,0.940945,2
Removal of tissue lining of esophagus using an endoscope,High,0.64047855,2
"Repair of wound (2.6 to 7.5 centimeters) of scalp, arms, and/or legs",Moderate-Low,0.74545044,2
"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",Moderate-Low,0.43068397,2
Laser destruction of cervix,Moderate-Low,0.53273004,2
Insertion of feeding tube (accessed beneath the skin) into small bowel using an endoscope,Moderate-Low,0.9183361,2
Biopsy of thigh or knee region tissue,Moderate-Low,0.6256759,2
Aspiration of eye fluid,Moderate-High,0.27694303,2
Removal of foreign body from voice box using a flexible endoscope,Low,0.5926551,2
Destruction of trigeminal (facial) nerve branch,Moderate-High,0.984133,2
Incision of chest bone,High,0.3579133,2
Stent placement of large bowel using an endoscope,Moderate-Low,0.6204745,2
Insertion of defibrillator electrode,Moderate-Low,0.82278484,2
Diagnostic examination of small bowel using an endoscope,Moderate-Low,0.7698221,2
Deep biopsy of bone using needle or trocar,Low,0.7928884,2
Injection of chemical for destruction of nerve muscles on one side of voice box accessed through the skin,Low,0.9705254,2
Realignment of the eye by muscle fixation,Moderate-Low,0.6433436,2
Preparation of corneal tissue for transplant,Very-Low,0.76265955,2
Treatment of second trimester missed abortion,Moderate-Low,0.99340516,2
Destruction of vascular growth between retina and sclera,Moderate-Low,0.8498987,2
Biopsy of kidney or urinary duct (ureter) using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-Low,0.76724136,2
"Balloon dilation of esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.93514013,2
"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.92963684,2
"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",Moderate-Low,0.93962246,2
Removal of lymph nodes of mid-chest cavity using an endoscope,Very-High,0.58233833,2
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-High,0.5607056,2
"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.8496796,2
Measurement of brain activity (EEG) during surgery,Moderate-Low,0.6538529,2
"Repair of wound (20.1 to 30.0 centimeters) of the face, ears, eyelids, nose, lips, and/or mucous membranes",Moderate-Low,0.9463222,2
Biopsy of tissue of back or flank,Moderate-Low,0.7887762,2
Anesthesia for nerve block and injection procedure,Moderate-Low,0.993331,2
Dilation of esophagus,Very-High,0.33261445,2
Removal of foreign body in lung airways using an endoscope,Moderate-Low,0.85413253,2
Open treatment of broken and/or dislocated spine bones,Very-High,0.44581923,2
Removal of implanted eardrum tube under anesthesia,Moderate-Low,0.7580965,2
"Fusion of spine bones, posterior or posterolateral approach",Very-High,0.5352147,2
Removal of soft tissue at roof of mouth,Moderate-Low,0.49218568,2
"Application of skin substitute (wound surface up to 100 sq cm) to trunk, arms, or legs (first 25 sq cm or less)",Low,0.68651867,2
Suture of spermatic veins to stop abnormal fluid collection using an endoscope,Moderate-Low,0.9065133,2
Continuous infusions of local anesthetic for pain control and abdominal wall analgesia on one side,Moderate-Low,0.93362683,2
Ultrasound guided needle aspiration or biopsy of lower large bowel using an endoscope,Moderate-Low,0.9601084,2
Removal of infected neck graft,Moderate-High,0.4677175,2
Vocal cord injection using an endoscope,Moderate-Low,0.9308904,2
Collection of stem cells for transplantation,Moderate-Low,0.90174186,2
Anesthesia for retinal surgery,Moderate-Low,0.51743525,2
"Removal of malignant growth (0.6 to 1.0 centimeters) of the scalp, neck, hands, feet, or genitals",Low,0.5277261,2
Drainage of rectal abscess,Low,0.57481205,2
Suture of (2.5 centimeter or less) mouth laceration,Moderate-Low,0.8526503,2
Repositioning of implanted left heart electrode,Very-High,0.29246682,2
Closed treatment of broken tailbone,Moderate-Low,0.5082583,2
Creation of artificial vagina,High,0.5791474,2
Drainage of throat abscess,Moderate-Low,0.39603585,2
"Anesthesia for cast application, removal or repair",Moderate-Low,0.96778697,2
Adjustment or revision of external bone fixation system under anesthesia,High,0.6838407,2
Examination of kidney and urinary duct (ureter) using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-Low,0.7664634,2
"Removal of malignant growth (over 4.0 centimeters) of the trunk, arms, or legs",Moderate-Low,0.5693152,2
