description,y_pred,y_conf,y_true
CT scan of leg before and after contrast injection,Low,0.99859804,Low
CT scan abdomen before and after contrast,Low,0.99877125,Low
Chemical destruction of anal growths,Low,0.9236371,Low
Laser treatment (total area less than 250 sq centimeters) for inflammatory skin disease,Low,0.9887166,Low
MRA scan of neck blood vessels before and after contrast,Low,0.99648774,Low
MRA scan of neck blood vessels,Low,0.99905306,Low
Biopsy of floor of mouth,Low,0.4561013,Low
Application of long or short leg clubfoot cast,Low,0.9969584,Low
Colorectal cancer screening; flexible sigmoidoscopy,Low,0.9152183,Low
Imaging of liver and bile duct system with use of drugs,Low,0.99050844,Low
"Destruction of malignant growth (over 4.0 centimeters) of trunk, arms, or legs",Low,0.7808801,Low
Partial removal of lung tissue using an endoscope,Very-High,0.4687154,Low
"New patient office or other outpatient visit, typically 30 minutes",Very-Low,0.59839416,Low
Testing of autonomic (sympathetic) nervous system function,Low,0.99217826,Low
MRA scan of neck blood vessels with contrast,Low,0.99414825,Low
Ultrasound limited scanning of head and neck blood flow (inside the brain),Low,0.9847558,Low
Application of short leg cast (below knee to toes),Low,0.9990127,Low
"Range of motion testing of arm, leg or each spine section",Low,0.9220788,Low
"Pathology examination of tissue using a microscope, intermediate complexity",Low,0.96026343,Low
Insertion of electrodes in bone for measurement and recording of brain wave activity (EEG),Moderate-Low,0.7126543,Low
CT scan of arm before and after contrast,Low,0.9988373,Low
"Ambulatory blood pressure monitoring, recording, scanning analysis, interpretation, and report 24 hours or longer",Very-Low,0.9470909,Low
CT scan chest with contrast,Low,0.99754214,Low
Drainage of tailbone cyst,Low,0.36079088,Low
Critical care delivery critically ill or injured patient,Moderate-Low,0.55567914,Low
Ultrasound of eye disease or growth,Low,0.98769146,Low
CT scan of middle spine,Low,0.9991714,Low
CT scan of abdominal blood vessels with contrast,Low,0.9917779,Low
MRI scan of lower spinal canal with contrast,Low,0.9624348,Low
X-ray of middle spinal canal with radiological supervision and interpretation,Low,0.65852743,Low
Ultrasonic guidance during surgery,Low,0.9293926,Low
Mapping of electrical brain wave activity (EEG) to provoke seizure activity or assess brain function,Low,0.6524273,Low
Removal of polyp or growth of rectum and large bowel using an endoscope,Moderate-Low,0.74587244,Low
Insertion of temporary bladder catheter,Low,0.82672703,Low
Nuclear medicine study of radioactive material distribution at multiple tumor locations,Low,0.9982097,Low
Radiological supervision and interpretation of change of tube (accessed through the skin) or drainage catheter with contrast monitoring,Low,0.95979935,Low
MRI scan of brain before and after contrast,Low,0.99240476,Low
Strapping of elbow or wrist,Low,0.6930164,Low
Donor bone graft for spine surgery,High,0.5200221,Low
"Destruction of malignant growth (2.1 to 3.0 centimeters) of trunk, arms, or legs",Low,0.7634451,Low
Manipulation of palm pretendinous cord following enzyme injection,Moderate-High,0.40447405,Low
"Initial hospital inpatient care, typically 50 minutes per day",Low,0.99858403,Low
Cardiac shunt detection,Low,0.994679,Low
"Application of skin substitute (wound surface great than or equal to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-Low,0.92892325,Low
Testing of autonomic (sympathetic) nervous system function,Low,0.99217826,Low
Imaging of joint with stressing by physician,Low,0.98636067,Low
Imaging of voice box with speech evaluation,Low,0.99017394,Low
Biopsy of lip,Moderate-Low,0.85928726,Low
Radiological supervision and interpretation of placement of blood vessel prosthesis procedure,Moderate-Low,0.7873095,Low
"Destruction of malignant growth (0.5 centimeters or less) of face, ears, eyelids, nose, lips, or mouth",Low,0.82634556,Low
Relocation of patient skin to trunk,Low,0.70025027,Low
Ultrasound of fetal heart blood flow,Low,0.9067101,Low
Biopsy of lining of nose,Low,0.3934599,Low
Single plane imaging procedure,Very-Low,0.5161093,Low
Release of large bowel from spleen and abdominal wall,Low,0.44357577,Low
Partial removal of spine bone and growth in spinal column,High,0.4646048,Low
"Negative pressure wound therapy, surface area less than or equal to 50 square centimeters, per session",Low,0.995465,Low
Exchange blood transfusion,Low,0.9716241,Low
"Insertion of arterial catheter for blood sampling or infusion, accessed through the skin",Low,0.9413018,Low
Radiological supervision and interpretation X-ray of vein of spleen and liver,Low,0.9013912,Low
"Shaving of 0.6 centimeters to 1.0 centimeters skin growth of scalp, neck, hands, feet, or genitals",Low,0.9594224,Low
Radiological supervision and interpretation of imaging of abdominal artery,Low,0.9635952,Low
Hospital observation care typically 50 minutes,Low,0.99961334,Low
Nuclear medicine study of nervous systems,Low,0.9995413,Low
"Nuclear medicine study of heart function wall motion at rest and stress with evaluation of blood ejection from heart, multiple studies",Low,0.9386295,Low
MRI scan of pelvis before and after contrast,Low,0.9987772,Low
Irrigation of nasal sinus,Moderate-High,0.44066808,Low
"Injection of anesthetic agent, thoracic vertebra",Moderate-Low,0.8885837,Low
Needle measurement and recording of electrical activity of muscles at bladder and bowel openings,Low,0.9570102,Low
"Nerve transmission studies, 3-4 studies",Low,0.95759106,Low
"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implem",Low,0.9951539,Low
Nuclear medicine whole body study for thyroid cancer,Low,0.98604244,Low
Ambulatory continuous glucose (sugar) monitoring for a minimum of 72 hours,Very-Low,0.92000103,Low
"MRI scan bones of the eye, face, and/or neck",Low,0.91973525,Low
Anesthesia for procedure to correct abnormal heart rhythm,High,0.5395693,Low
Biopsy of external female genitals,Low,0.7614908,Low
"Dilation of bladder canal (urethra), female",Low,0.47096387,Low
Peritoneal-venous shunt patency test,Low,0.97970355,Low
Partial release of large bowel using an endoscope,High,0.5789363,Low
"Telehealth consultation, critical care, subsequent, physicians typically spend 50 minutes communicating with the patient and providers via telehealth",Low,0.9098449,Low
Insertion of temporary pacemaker electrode for diagnostic lower heart pacing,Low,0.64023507,Low
"Ultrasound limited scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow",Low,0.9682989,Low
Biopsy of lung using an endoscope,Moderate-Low,0.7970685,Low
"Shaving of 0.5 centimeters or less skin growth of the trunk, arms, or legs",Low,0.960955,Low
Nuclear medicine study of vessels of heart using drugs or exercise single study,Low,0.9996024,Low
"Evaluation of physical therapy, typically 20 minutes",Low,0.9984939,Low
Prolonged inpatient or observation hospital service each 30 minutes beyond first hour,Low,0.9995291,Low
Ultrasound of fetal heart blood flow,Low,0.9067101,Low
Injection of abnormal muscle drainage tract for X-ray study,Low,0.9029507,Low
"Ultrasound examination and continuous monitoring of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report",Low,0.98956466,Low
Radiation therapy plan,Low,0.995112,Low
Tests for facial paralysis disorders,Low,0.5537373,Low
Radiological supervision and interpretation of placement of catheter with drainage (accessed through the skin) procedure,Low,0.74691993,Low
Ultrasound evaluation of blood vessel during diagnosis or treatment,Low,0.8797758,Low
Insertion of radiation therapy devices in prostate gland for radiation therapy guidance,Low,0.56393445,Low
"Radiological supervision and interpretation X-ray of disc of vertebra, upper or middle spine",Low,0.9865137,Low
Insertion of radiation therapy devices in vagina for radiation therapy,Low,0.8825267,Low
Incision and drainage of female genital gland abscess,Moderate-Low,0.6156398,Low
Examination of cervix using an endoscope with biopsy of uterine lining,Moderate-Low,0.91638255,Low
CT scan head or brain before and after contrast,Low,0.9992508,Low
Harvest of veins for coronary artery bypass procedure using an endoscope,Low,0.6995436,Low
Biopsy and scraping of the cervix using an endoscope,Moderate-Low,0.81531006,Low
"Injection to cause blood clot in a diseased or bulging vessel of arm or leg, accessed through the skin",Moderate-High,0.5117099,Low
"Moderate sedation services by physician also performing a procedure, patient younger than 5 years of age, first 30 minutes",Low,0.8165566,Low
Needle measurement and recording of electrical activity of muscles of arm or leg limited study,Low,0.961129,Low
Laser treatment (250 to 500 sq centimeters) for inflammatory skin disease,Low,0.99049485,Low
Diagnostic examination of nasal passages using an endoscope,Moderate-Low,0.85160977,Low
Electronic analysis reprogramming and refill of spinal canal drug infusion pump,Low,0.9926905,Low
MRA scan of arm blood vessels,Low,0.9989297,Low
"Needle biopsy of abdominal cavity growth, accessed through the skin",Moderate-Low,0.5503386,Low
Imaging of bone marrow multiple areas,Low,0.8352978,Low
Closed treatment of dislocated foot joint,Low,0.79088163,Low
Placement of skin electrodes for measurement and recording of stimulated sites of the legs,Low,0.89360446,Low
Drainage of lower jaw abscess,Low,0.44036338,Low
CT scan of lower spine,Low,0.9987684,Low
Biopsy of back of throat,Moderate-Low,0.86474675,Low
Insertion of electronic device into bladder with measurement of urine flow pressure,Low,0.98717785,Low
Removal of implantable contraceptive capsules,High,0.2974388,Low
Closed treatment of broken toe,Moderate-Low,0.6024393,Low
X-ray of upper digestive tract with contrast followed by x-ray of small bowel at later point,Low,0.93384224,Low
"New patient office or other outpatient visit, typically 30 minutes",Very-Low,0.59839416,Low
Evaluation of non-cardiac chest pain using esophageal balloon,Low,0.9590884,Low
"Nursing facility discharge day management, 30 minutes or less",Low,0.9918241,Low
Thoracic targets delineation for stereotactic body radiation therapy,Moderate-Low,0.84411305,Low
Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,Low,0.9913999,Low
Nuclear medicine study heart muscle with metabolic evaluation,Low,0.99943775,Low
Imaging and evaluation of deep cells of the eye,Low,0.9922659,Low
Destruction of 15 or more skin growths,Low,0.93029946,Low
Flow cytometry technique for DNA or cell analysis,Low,0.8159236,Low
MRI scan of bone marrow,Low,0.9967585,Low
Microscopic genetic analysis of muscle,Low,0.7886506,Low
Injection of chemical agent into multiple veins of same leg,Low,0.83951503,Low
"Remote evaluations of defibrillator up to 90 days with analysis, review and report",Low,0.95832086,Low
Chromosome analysis for genetic defects,Low,0.99626225,Low
Molecular pathology procedure,Low,0.95792407,Low
Repair of central venous catheter for infusion,Low,0.4778678,Low
Nuclear medicine study heart muscle at rest and/or stress multiple studies,Low,0.9991912,Low
CT scan pelvis,Low,0.99961156,Low
"Dialysis services (1 physician visit per month), patient 20 years of age and older",Low,0.4980355,Low
CT scan of abdominal and pelvic blood vessels with contrast,Low,0.91130793,Low
Needle biopsy of testis (testicle),Moderate-Low,0.8998916,Low
Translocation analysis (BCR/ABL1) minor breakpoint,Low,0.6114672,Low
Insertion of catheter for suction of secretions,Low,0.8390691,Low
Biopsy of finger or toe nail,Low,0.8235315,Low
Analysis of genetic material,Low,0.726167,Low
"Dialysis services (1 physician visit per month), patient 20 years of age and older",Low,0.4980355,Low
Repositioning of central venous catheter using fluoroscopic guidance,Low,0.9947844,Low
"Repair of wound (2.5 centimeters or less) of the face, ears, eyelids, nose, lips, and/or mucous membranes",Low,0.53151125,Low
Scraping of cornea for diagnosis,Low,0.87771136,Low
MRI scan of blood vessels of chest,Low,0.95046,Low
Hearing assessment of abnormal sounds,Very-Low,0.91995704,Low
Strapping of shoulder,Very-Low,0.6589208,Low
Radiation therapy plan,Low,0.995112,Low
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,Low,0.5311979,Low
First degree burn treatment,Low,0.9958834,Low
Injection of agent into vein to assess blood flow of skin graft or flap,Low,0.80195165,Low
Drainage of blood or fluid accumulation,Moderate-Low,0.3924874,Low
Destruction of (up to 1 centimeter) growth of eyelid margin,Moderate-Low,0.707161,Low
Radiological supervision and interpretation of balloon dilation of narrowed artery,Low,0.7661978,Low
Moderate sedation services by physician or health care provider not performing a procedure,Low,0.5272424,Low
Placement of breast localization devices accessed through the skin with mammographic guidance,Low,0.9772067,Low
Radiological supervision and interpretation X-ray of jaw joint,Low,0.9387101,Low
Advance care planning by the physician or other qualified health care professional,Low,0.99001175,Low
Psychotherapy for crisis,Very-Low,0.8178337,Low
Incision and drainage of ear canal abscess,Low,0.69668406,Low
Musculoskeletal surgical navigational orthopedic operation using imaging guidance,Low,0.99736565,Low
"Application of cast, shoulder to hand (long arm)",Moderate-Low,0.8776259,Low
"Venography for blood clot in veins, both legs or arms",Low,0.94958806,Low
Removal of foreign body in nose,Low,0.4405134,Low
Monitoring of gastroesophageal reflux including analysis and interpretation,Low,0.99552566,Low
"Diagnostic mammography, including computer-aided detection (cad) when performed; bilateral",Very-Low,0.99874145,Low
Removal of growth of finger or toe nerve,Moderate-Low,0.558307,Low
Biopsy of cervix using an endoscope,Moderate-Low,0.74377745,Low
Removal of drug delivery implant from tissue,Low,0.9640933,Low
Hydration infusion into a vein 31 minutes to 1 hour,Low,0.61419487,Low
Imaging of brain and spinal cord fluid leakage detection and localization,Low,0.99967206,Low
"Low frequency, non-contact, non-thermal ultrasound wound assessment, and instructions for ongoing care, per day",Low,0.89716905,Low
CT scan of abdominal blood vessels with contrast,Low,0.9917779,Low
Examination of external female genitals using an endoscope,Low,0.9355646,Low
Application of long arm splint (shoulder to hand),High,0.95935076,Low
Nuclear medicine study of radioactive material distribution at tumor location,Low,0.99941635,Low
Needle measurement and recording electrical activity of muscles including jitter blocking and/or fiber density using single electrode,Low,0.9608259,Low
Blood gases measurement,Very-Low,0.9499721,Low
"High dose brachytherapy through skin surface, 1 channel or up to 2.0 cm",Low,0.90768534,Low
Non-cardiac vascular flow imaging,Low,0.8283331,Low
Injection procedure for X-ray imaging of the bladder and bladder canal (urethra),Low,0.7923464,Low
Single plane imaging procedure,Very-Low,0.5161093,Low
Dressing change under anesthesia,Low,0.9508483,Low
Emergent insertion of breathing tube into windpipe cartilage using an endoscope,Moderate-Low,0.831511,Low
Biopsy of penis,Moderate-Low,0.8437284,Low
MRI scan of middle spinal canal with contrast,Low,0.9702088,Low
Application of cast to hand and lower forearm,Moderate-Low,0.89912945,Low
Ultrasound of scrotum,Low,0.8178254,Low
"Rotary wing air mileage, per statute mile",Low,0.8652253,Low
Nuclear medicine imaging whole body,Low,0.9178357,Low
Flow cytometry technique for DNA or cell analysis,Low,0.8159236,Low
Nuclear medicine study of radioactive material distribution,Low,0.9982291,Low
Hospital observation care typically 70 minutes per day,Low,0.9578265,Low
Sleep monitoring of patient (6 years or older) in sleep lab,Low,0.99877936,Low
"Rotary wing air mileage, per statute mile",Low,0.8652253,Low
"Follow-up inpatient consultation, complex, physicians typically spend 35 minutes communicating with the patient via telehealth",Low,0.9530893,Low
Monitoring and recording of gastroesophageal reflux with pH electrode insertion including analysis and interpretation,Low,0.9777796,Low
Insertion and removal of wire or pin with bone traction,Moderate-High,0.56090426,Low
"Bone and/or joint imaging, whole body",Low,0.99025047,Low
"Ear, nose, or throat procedure",Low,0.7229865,Low
Procalcitonin (hormone) level,Very-Low,0.9862163,Low
"Removal of foreign body in external eye, conjunctiva",Low,0.91692656,Low
Nuclear medicine study of heart muscle following heart attack with evaluation of blood ejection from heart,Low,0.90951145,Low
"Subsequent hospital inpatient care, typically 25 minutes per day",Low,0.8876899,Low
Irrigation of abdominal cavity,Low,0.7125263,Low
Application of cast to hand and lower forearm,Moderate-Low,0.89912945,Low
Nuclear medicine study of kidney with assessment of blood flow and function,Low,0.96992075,Low
Fluoroscopic and video recorded motion evaluation of swallowing function,Low,0.9923563,Low
"Diagnostic mammography, producing direct 2-d digital image, bilateral, all view",Very-Low,0.9999385,Low
"Shaving of 1.1 to 2.0 centimeters skin growth of the trunk, arms, or legs",Low,0.93261117,Low
Evaluation and recording of swallowing using an endoscope,Low,0.9392727,Low
Incision of engorged external hemorrhoid,Moderate-Low,0.95761657,Low
"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",Low,0.992105,Low
Insertion of probe into esophagus for recording and pacing upper or lower heart rhythm,Low,0.869195,Low
Reoperation of upper or lower leg artery more than 1 month after original operation,Low,0.9145647,Low
Evaluation of fine needle aspirate,Low,0.9983668,Low
Insertion of catheter for recording of right lower heart chamber rhythm,Low,0.8309067,Low
Low dose ct scan (ldct) for lung cancer screening,Low,0.9684529,Low
"Ingestion of test items for allergies, 120 minutes",Low,0.995974,Low
Ultrasound evaluation of heart blood vessel during diagnosis or treatment,Low,0.8872697,Low
MRI scan of arm joint with contrast,Low,0.9626363,Low
"Bone and/or joint imaging, whole body",Low,0.99025047,Low
Insertion of catheter into breast for radiation therapy concurrent with partial breast removal using imaging guidance,Moderate-Low,0.56926143,Low
Imaging of spleen,Low,0.7803141,Low
Removal of eyelashes by forceps,Low,0.9959443,Low
Placement of breast localization devices accessed through the skin with stereotactic guidance,Low,0.7874842,Low
"Destruction of malignant growth (2.1 to 3.0 centimeters) of scalp, neck, hands, feet, or genitals",Low,0.7731038,Low
Radiological supervision and interpretation of imaging of lymphatic system of one arm or leg,Low,0.99784744,Low
Injection of dye for X-ray of salivary glands,Low,0.9899462,Low
Evaluation of retinal response to light,Low,0.9947267,Low
MRA scan of neck blood vessels before and after contrast,Low,0.99648774,Low
Injection for X-ray imaging procedure on veins of arm or leg,Low,0.965252,Low
Radiological supervision and interpretation X-ray of covering of spinal cord,Low,0.9899345,Low
Infusion of chemotherapy into a vein up to 1 hour,Low,0.9880718,Low
"Ventilation assistance and management, hospital inpatient or observation",Low,0.9994741,Low
"Subsequent observation care, typically 35 minutes per day",Low,0.97404045,Low
Removal of implantable contraceptive capsules,High,0.2974388,Low
CT scan of face with contrast,Low,0.9972192,Low
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,Low,0.5311979,Low
Biopsy of soft tissue of leg or ankle,Moderate-Low,0.7817508,Low
Release of twisted large bowel using an endoscope,Low,0.912768,Low
Placement of breast localization devices accessed through the skin with MRI guidance,Low,0.6421365,Low
Insertion of indwelling bladder catheter,Low,0.6598718,Low
"Home dialysis services per month, patient 20 years of age or older",Moderate-High,0.7790084,Low
Behavioral and qualitative analysis of voice and resonance,Low,0.99212,Low
Insertion of temporary pacemaker electrode for diagnostic upper heart pacing,Low,0.5632247,Low
Biopsy of uterine lining,Low,0.6447292,Low
Dressing change and/or removal of burn tissue (greater than 10% total body surface),Low,0.9905066,Low
CT scan of face,Low,0.9978269,Low
Lengthening of esophagus,Very-High,0.25346074,Low
Interpretation of fetal monitoring during labor by consulting physician,Low,0.9769557,Low
Nuclear medicine imaging from skull base to mid-thigh,Low,0.98952127,Low
Ultrasound evaluation of heart blood vessel,Low,0.9411167,Low
Destruction of (up to 1 centimeter) growth of eyelid margin,Moderate-Low,0.707161,Low
Radiological supervision and interpretation of imaging of major abdominal vein,Low,0.9799438,Low
Fine needle aspiration,Low,0.97073674,Low
Evaluation of fine needle aspirate with interpretation and report,Low,0.98503566,Low
Oral administration of radioactive material therapy agent,Low,0.9860496,Low
"Repair of wound (2.5 centimeters or less) of the scalp, underarms, trunk, arms, and/or legs",Low,0.8108603,Low
Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,Moderate-High,0.5402181,Low
Needle measurement and recording of electrical activity of head or trunk muscles,Low,0.94698477,Low
Placement of external devices to assist circulation,Low,0.9975553,Low
"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older",Low,0.96378255,Low
Incision and drainage of eye cyst,Moderate-Low,0.5058309,Low
"Application of long leg cast (thigh to toes), walker or ambulatory type",Low,0.9948626,Low
Application of long leg cast brace,Low,0.526889,Low
Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on both sides of body,Moderate-Low,0.7443279,Low
Cell examination of urine,Low,0.9988481,Low
Electronic assessment of bladder emptying,Low,0.88193864,Low
Examination of lung airways using an endoscope with imaging guidance and ultrasound,Moderate-Low,0.88937414,Low
"Management of radiation therapy, simulation, intermediate",Low,0.9981229,Low
Tests for facial paralysis disorders,Low,0.5537373,Low
Removal of foreign bodies in large bowel using an endoscope,Moderate-Low,0.90094286,Low
Radiological supervision and interpretation of insertion of catheter into biliary duct using an endoscope,Moderate-Low,0.6580466,Low
Radiological supervision and interpretation of imaging of vein of both kidneys,Low,0.99878305,Low
CT scan of neck with contrast,Low,0.9978206,Low
Family psychotherapy including patient,Low,0.6832301,Low
Injection of air or X-ray contrast material into abdominal cavity,Low,0.7913283,Low
Hemodialysis procedure with one physician evaluation,Low,0.9977245,Low
"Preparation of graft site of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-Low,0.92988163,Low
Nuclear medicine study of respiratory systems,Low,0.9998462,Low
Removal of skin and bone,High,0.3862842,Low
"Initial hospital inpatient care, typically 70 minutes per day",Low,0.9701909,Low
Injection procedure for X-ray imaging of the spleen and portal (liver) vein,Low,0.9560211,Low
"Ultrasound examination and continuous monitoring of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report",Low,0.98956466,Low
Test for detecting genes associated with colon cancer,Low,0.9957237,Low
Application of long leg splint (thigh to ankle or toes),High,0.95682347,Low
Needle measurement and recording of electrical activity of muscles of arms or legs,Low,0.8290888,Low
Radiological supervision and interpretation of removal of obstructive material in catheter procedure,Low,0.84895515,Low
Supervision and interpretation of ultrasound of digestive tract using an endoscope,Low,0.9139795,Low
Hospital observation care typically 50 minutes,Low,0.99961334,Low
Neuropsychological testing by technician with interpretation and report by a qualified healthcare professional per hour,Low,0.99978036,Low
"Shaving of over 2.0 centimeters skin growth of the trunk, arms, or legs",Low,0.93435746,Low
Detection test for multiple types influenza virus,Very-Low,0.9471337,Low
"Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery, first hour",Low,0.96382594,Low
"Established patient office or other outpatient visit, typically 15 minutes",Very-Low,0.884807,Low
"Transitional care management services, moderately complexity, requiring face-to-face visits within 14 days of discharge",Low,0.9998349,Low
MRI scan of arm before and after contrast,Low,0.99414766,Low
Radiological supervision and interpretation of imaging of artery of one adrenal gland,Low,0.99901485,Low
"Application of moveable, hinged finger splint",Low,0.9995925,Low
"Removal of growth (0.6 to 1.0 centimeters) of the trunk, arms, or legs",Moderate-Low,0.6703393,Low
Study of sleep patterns,Low,0.99935883,Low
"Removal of inflamed or infected skin, up to 10% of body surface",Low,0.9057503,Low
MRI scan of abdomen before and after contrast,Low,0.992434,Low
Insertion of drain device in anus,Moderate-Low,0.91155195,Moderate-Low
Evaluation of single or dual chamber pacing cardioverter-defibrillator with programming or reprogramming,High,0.5536393,Moderate-Low
Incision of corner of eye at eyelids,Moderate-High,0.53414494,Moderate-Low
"Exploration, drainage, or removal of foreign body of wrist bone",Moderate-Low,0.496167,Moderate-Low
"Anesthesia for lower abdominal hernia repair, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery",Moderate-Low,0.9912306,Moderate-Low
Biopsy of soft tissue of upper arm or elbow,Moderate-Low,0.84215504,Moderate-Low
Incision of bladder with destruction of growths and/or insertion of radioactive material,High,0.49793622,Moderate-Low
Computer-assisted surgical navigational procedure for bone procedures,Moderate-Low,0.97657436,Moderate-Low
Sleep monitoring of patient (younger than 6 years) in sleep lab,Low,0.84511906,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",Moderate-Low,0.99205536,Moderate-Low
"Removal of malignant growth (1.1 to 2.0 centimeters) of the face, ears, eyelids, nose, or lips",Moderate-Low,0.94045454,Moderate-Low
Incision of external urinary opening,Moderate-Low,0.7447949,Moderate-Low
Biopsy of small bowel using an endoscope which is inserted through abdominal opening,Moderate-Low,0.9720026,Moderate-Low
Insertion of catheter for recording to identify origin of abnormal heart rhythm,Low,0.95194393,Moderate-Low
Closed treatment of broken forearm bone,Moderate-Low,0.84163094,Moderate-Low
"Biopsy or removal of lymph nodes of under the arm, open procedure",Moderate-Low,0.65280485,Moderate-Low
Anesthesia for procedure on veins of upper leg,Moderate-Low,0.95738745,Moderate-Low
Injection of anesthetic agent of multiple rib nerves,Moderate-Low,0.9787629,Moderate-Low
External hyperthermia treatment depth greater than 4 cm,Moderate-Low,0.71909386,Moderate-Low
Irrigation of nasal sinus,Moderate-High,0.44066808,Moderate-Low
Closed treatment of fracture hand bone,Moderate-Low,0.817834,Moderate-Low
Division of muscle of anus,Low,0.82001567,Moderate-Low
Small bowel procedure,High,0.45084754,Moderate-Low
Insertion of catheter into right upper heart chamber for evaluation of congenital abnormalities,Moderate-Low,0.6705807,Moderate-Low
Removal or relocation of corneal conjunctiva,Moderate-High,0.73749816,Moderate-Low
Vaginal suture of cervix during pregnancy,Moderate-Low,0.88632643,Moderate-Low
Removal of polyps or growths in large bowel using an endoscope,Moderate-Low,0.9725624,Moderate-Low
Anesthesia for vasectomy,Moderate-Low,0.690467,Moderate-Low
Injection of vocal cords using an endoscope with operating microscope or telescope,Moderate-Low,0.940945,Moderate-Low
Removal of tissue lining of esophagus using an endoscope,High,0.64047855,Moderate-Low
"Repair of wound (2.6 to 7.5 centimeters) of scalp, arms, and/or legs",Moderate-Low,0.74545044,Moderate-Low
"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",Moderate-Low,0.43068397,Moderate-Low
Laser destruction of cervix,Moderate-Low,0.53273004,Moderate-Low
Insertion of feeding tube (accessed beneath the skin) into small bowel using an endoscope,Moderate-Low,0.9183361,Moderate-Low
Biopsy of thigh or knee region tissue,Moderate-Low,0.6256759,Moderate-Low
Aspiration of eye fluid,Moderate-High,0.27694303,Moderate-Low
Removal of foreign body from voice box using a flexible endoscope,Low,0.5926551,Moderate-Low
Destruction of trigeminal (facial) nerve branch,Moderate-High,0.984133,Moderate-Low
Incision of chest bone,High,0.3579133,Moderate-Low
Stent placement of large bowel using an endoscope,Moderate-Low,0.6204745,Moderate-Low
Insertion of defibrillator electrode,Moderate-Low,0.82278484,Moderate-Low
Diagnostic examination of small bowel using an endoscope,Moderate-Low,0.7698221,Moderate-Low
Deep biopsy of bone using needle or trocar,Low,0.7928884,Moderate-Low
Injection of chemical for destruction of nerve muscles on one side of voice box accessed through the skin,Low,0.9705254,Moderate-Low
Realignment of the eye by muscle fixation,Moderate-Low,0.6433436,Moderate-Low
Preparation of corneal tissue for transplant,Very-Low,0.76265955,Moderate-Low
Treatment of second trimester missed abortion,Moderate-Low,0.99340516,Moderate-Low
Destruction of vascular growth between retina and sclera,Moderate-Low,0.8498987,Moderate-Low
Biopsy of kidney or urinary duct (ureter) using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-Low,0.76724136,Moderate-Low
"Balloon dilation of esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.93514013,Moderate-Low
"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.92963684,Moderate-Low
"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",Moderate-Low,0.93962246,Moderate-Low
Removal of lymph nodes of mid-chest cavity using an endoscope,Very-High,0.58233833,Moderate-Low
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-High,0.5607056,Moderate-Low
"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.8496796,Moderate-Low
Measurement of brain activity (EEG) during surgery,Moderate-Low,0.6538529,Moderate-Low
"Repair of wound (20.1 to 30.0 centimeters) of the face, ears, eyelids, nose, lips, and/or mucous membranes",Moderate-Low,0.9463222,Moderate-Low
Biopsy of tissue of back or flank,Moderate-Low,0.7887762,Moderate-Low
Anesthesia for nerve block and injection procedure,Moderate-Low,0.993331,Moderate-Low
Dilation of esophagus,Very-High,0.33261445,Moderate-Low
Removal of foreign body in lung airways using an endoscope,Moderate-Low,0.85413253,Moderate-Low
Open treatment of broken and/or dislocated spine bones,Very-High,0.44581923,Moderate-Low
Removal of implanted eardrum tube under anesthesia,Moderate-Low,0.7580965,Moderate-Low
"Fusion of spine bones, posterior or posterolateral approach",Very-High,0.5352147,Moderate-Low
Removal of soft tissue at roof of mouth,Moderate-Low,0.49218568,Moderate-Low
"Application of skin substitute (wound surface up to 100 sq cm) to trunk, arms, or legs (first 25 sq cm or less)",Low,0.68651867,Moderate-Low
Suture of spermatic veins to stop abnormal fluid collection using an endoscope,Moderate-Low,0.9065133,Moderate-Low
Continuous infusions of local anesthetic for pain control and abdominal wall analgesia on one side,Moderate-Low,0.93362683,Moderate-Low
