description,y_pred,y_conf,y_true
Nuclear medicine study of kidney with assessment of blood flow and function,Low,0.9650119,Low
Fluoroscopic and video recorded motion evaluation of swallowing function,Low,0.93873686,Low
"Diagnostic mammography, producing direct 2-d digital image, bilateral, all view",Very-Low,0.9996375,Low
"Shaving of 1.1 to 2.0 centimeters skin growth of the trunk, arms, or legs",Low,0.952878,Low
Evaluation and recording of swallowing using an endoscope,Low,0.5759208,Low
Incision of engorged external hemorrhoid,Moderate-Low,0.96128386,Low
"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",Low,0.9868774,Low
Insertion of probe into esophagus for recording and pacing upper or lower heart rhythm,Low,0.96113646,Low
Reoperation of upper or lower leg artery more than 1 month after original operation,Low,0.79326946,Low
Evaluation of fine needle aspirate,Low,0.9995326,Low
Insertion of catheter for recording of right lower heart chamber rhythm,Low,0.9677519,Low
Low dose ct scan (ldct) for lung cancer screening,Low,0.99182606,Low
"Ingestion of test items for allergies, 120 minutes",Low,0.99927074,Low
Ultrasound evaluation of heart blood vessel during diagnosis or treatment,Low,0.7646801,Low
MRI scan of arm joint with contrast,Low,0.9718403,Low
"Bone and/or joint imaging, whole body",Low,0.97325915,Low
Insertion of catheter into breast for radiation therapy concurrent with partial breast removal using imaging guidance,Moderate-Low,0.7731772,Low
Imaging of spleen,Low,0.56818354,Low
Removal of eyelashes by forceps,Low,0.99673367,Low
Placement of breast localization devices accessed through the skin with stereotactic guidance,Low,0.990867,Low
"Destruction of malignant growth (2.1 to 3.0 centimeters) of scalp, neck, hands, feet, or genitals",Low,0.74534094,Low
Radiological supervision and interpretation of imaging of lymphatic system of one arm or leg,Low,0.99847335,Low
Injection of dye for X-ray of salivary glands,Low,0.997006,Low
Evaluation of retinal response to light,Low,0.9759378,Low
MRA scan of neck blood vessels before and after contrast,Low,0.9963993,Low
Injection for X-ray imaging procedure on veins of arm or leg,Low,0.9624457,Low
Radiological supervision and interpretation X-ray of covering of spinal cord,Low,0.87138325,Low
Infusion of chemotherapy into a vein up to 1 hour,Low,0.99018717,Low
"Ventilation assistance and management, hospital inpatient or observation",Low,0.99479216,Low
"Subsequent observation care, typically 35 minutes per day",Low,0.9966445,Low
Removal of implantable contraceptive capsules,High,0.36361396,Low
CT scan of face with contrast,Low,0.99228853,Low
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,Moderate-Low,0.8050457,Low
Biopsy of soft tissue of leg or ankle,Moderate-Low,0.63490754,Low
Release of twisted large bowel using an endoscope,Low,0.94348764,Low
Placement of breast localization devices accessed through the skin with MRI guidance,Low,0.6218632,Low
Insertion of indwelling bladder catheter,Moderate-Low,0.60539913,Low
"Home dialysis services per month, patient 20 years of age or older",Moderate-Low,0.55531466,Low
Behavioral and qualitative analysis of voice and resonance,Low,0.99627423,Low
Insertion of temporary pacemaker electrode for diagnostic upper heart pacing,Low,0.9290243,Low
Biopsy of uterine lining,Low,0.8971427,Low
Dressing change and/or removal of burn tissue (greater than 10% total body surface),Low,0.9910944,Low
CT scan of face,Low,0.9854337,Low
Lengthening of esophagus,High,0.41886166,Low
Interpretation of fetal monitoring during labor by consulting physician,Low,0.9977884,Low
Nuclear medicine imaging from skull base to mid-thigh,Low,0.99323374,Low
Ultrasound evaluation of heart blood vessel,Low,0.88054836,Low
Destruction of (up to 1 centimeter) growth of eyelid margin,Moderate-Low,0.80564255,Low
Radiological supervision and interpretation of imaging of major abdominal vein,Low,0.9831194,Low
Fine needle aspiration,Low,0.9824294,Low
Evaluation of fine needle aspirate with interpretation and report,Low,0.99940777,Low
Oral administration of radioactive material therapy agent,Low,0.9986908,Low
"Repair of wound (2.5 centimeters or less) of the scalp, underarms, trunk, arms, and/or legs",Low,0.690018,Low
Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,Moderate-High,0.82130307,Low
Needle measurement and recording of electrical activity of head or trunk muscles,Low,0.8044872,Low
Placement of external devices to assist circulation,Low,0.9968912,Low
"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older",Low,0.95312995,Low
Incision and drainage of eye cyst,Moderate-Low,0.66414046,Low
"Application of long leg cast (thigh to toes), walker or ambulatory type",Low,0.9824388,Low
Application of long leg cast brace,Low,0.6648743,Low
Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on both sides of body,Moderate-Low,0.97357947,Low
Cell examination of urine,Low,0.9987715,Low
Electronic assessment of bladder emptying,Very-Low,0.6582127,Low
Examination of lung airways using an endoscope with imaging guidance and ultrasound,Moderate-Low,0.75394034,Low
"Management of radiation therapy, simulation, intermediate",Low,0.99777067,Low
Tests for facial paralysis disorders,Low,0.9309477,Low
Removal of foreign bodies in large bowel using an endoscope,Moderate-Low,0.5751389,Low
Radiological supervision and interpretation of insertion of catheter into biliary duct using an endoscope,Low,0.7830819,Low
Radiological supervision and interpretation of imaging of vein of both kidneys,Low,0.99943036,Low
CT scan of neck with contrast,Low,0.99869114,Low
Family psychotherapy including patient,Very-Low,0.82057256,Low
Injection of air or X-ray contrast material into abdominal cavity,Low,0.8433696,Low
Hemodialysis procedure with one physician evaluation,Low,0.9614789,Low
"Preparation of graft site of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-Low,0.9231426,Low
Nuclear medicine study of respiratory systems,Low,0.9998228,Low
Removal of skin and bone,High,0.3219915,Low
"Initial hospital inpatient care, typically 70 minutes per day",Low,0.9976926,Low
Injection procedure for X-ray imaging of the spleen and portal (liver) vein,Low,0.9995091,Low
"Ultrasound examination and continuous monitoring of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report",Low,0.86178356,Low
Test for detecting genes associated with colon cancer,Low,0.99719363,Low
Application of long leg splint (thigh to ankle or toes),Very-High,0.635817,Low
Needle measurement and recording of electrical activity of muscles of arms or legs,Low,0.83541715,Low
Radiological supervision and interpretation of removal of obstructive material in catheter procedure,Low,0.935223,Low
Supervision and interpretation of ultrasound of digestive tract using an endoscope,Low,0.9200392,Low
Hospital observation care typically 50 minutes,Low,0.9992631,Low
Neuropsychological testing by technician with interpretation and report by a qualified healthcare professional per hour,Low,0.9998727,Low
"Shaving of over 2.0 centimeters skin growth of the trunk, arms, or legs",Low,0.96878123,Low
Detection test for multiple types influenza virus,Very-Low,0.9877331,Low
"Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery, first hour",Low,0.99018794,Low
"Established patient office or other outpatient visit, typically 15 minutes",Very-Low,0.8442952,Low
"Transitional care management services, moderately complexity, requiring face-to-face visits within 14 days of discharge",Low,0.99955875,Low
MRI scan of arm before and after contrast,Low,0.99356997,Low
Radiological supervision and interpretation of imaging of artery of one adrenal gland,Low,0.999159,Low
"Application of moveable, hinged finger splint",Low,0.99777776,Low
"Removal of growth (0.6 to 1.0 centimeters) of the trunk, arms, or legs",Moderate-Low,0.592326,Low
Study of sleep patterns,Low,0.99924433,Low
"Removal of inflamed or infected skin, up to 10% of body surface",Low,0.70903176,Low
MRI scan of abdomen before and after contrast,Low,0.97347224,Low
Insertion of drain device in anus,Moderate-Low,0.9486815,Moderate-Low
Evaluation of single or dual chamber pacing cardioverter-defibrillator with programming or reprogramming,Low,0.70746464,Moderate-Low
Incision of corner of eye at eyelids,Moderate-Low,0.66667694,Moderate-Low
"Exploration, drainage, or removal of foreign body of wrist bone",Moderate-High,0.87027186,Moderate-Low
"Anesthesia for lower abdominal hernia repair, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery",Moderate-Low,0.98102504,Moderate-Low
Biopsy of soft tissue of upper arm or elbow,Moderate-Low,0.60883725,Moderate-Low
Incision of bladder with destruction of growths and/or insertion of radioactive material,Moderate-Low,0.7928505,Moderate-Low
Computer-assisted surgical navigational procedure for bone procedures,Moderate-Low,0.99527884,Moderate-Low
Sleep monitoring of patient (younger than 6 years) in sleep lab,Low,0.9104975,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",Moderate-Low,0.9895852,Moderate-Low
"Removal of malignant growth (1.1 to 2.0 centimeters) of the face, ears, eyelids, nose, or lips",Moderate-Low,0.63824844,Moderate-Low
Incision of external urinary opening,Moderate-Low,0.6055382,Moderate-Low
Biopsy of small bowel using an endoscope which is inserted through abdominal opening,Moderate-Low,0.9794262,Moderate-Low
Insertion of catheter for recording to identify origin of abnormal heart rhythm,Low,0.9627316,Moderate-Low
Closed treatment of broken forearm bone,Moderate-Low,0.8207609,Moderate-Low
"Biopsy or removal of lymph nodes of under the arm, open procedure",Moderate-Low,0.93302596,Moderate-Low
Anesthesia for procedure on veins of upper leg,Moderate-Low,0.9469818,Moderate-Low
Injection of anesthetic agent of multiple rib nerves,Moderate-Low,0.99214536,Moderate-Low
External hyperthermia treatment depth greater than 4 cm,Moderate-Low,0.8214271,Moderate-Low
Irrigation of nasal sinus,Moderate-Low,0.3924966,Moderate-Low
Closed treatment of fracture hand bone,Moderate-Low,0.7123154,Moderate-Low
Division of muscle of anus,Low,0.7616183,Moderate-Low
Small bowel procedure,Moderate-High,0.5056972,Moderate-Low
Insertion of catheter into right upper heart chamber for evaluation of congenital abnormalities,Moderate-Low,0.8207951,Moderate-Low
Removal or relocation of corneal conjunctiva,Moderate-High,0.91245645,Moderate-Low
Vaginal suture of cervix during pregnancy,Moderate-Low,0.8551644,Moderate-Low
Removal of polyps or growths in large bowel using an endoscope,Moderate-Low,0.9412078,Moderate-Low
Anesthesia for vasectomy,Moderate-Low,0.6247237,Moderate-Low
Injection of vocal cords using an endoscope with operating microscope or telescope,Moderate-Low,0.9765718,Moderate-Low
Removal of tissue lining of esophagus using an endoscope,High,0.4134786,Moderate-Low
"Repair of wound (2.6 to 7.5 centimeters) of scalp, arms, and/or legs",Moderate-Low,0.81037426,Moderate-Low
"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",Moderate-Low,0.61107,Moderate-Low
Laser destruction of cervix,Moderate-Low,0.8280609,Moderate-Low
Insertion of feeding tube (accessed beneath the skin) into small bowel using an endoscope,Moderate-Low,0.9681239,Moderate-Low
Biopsy of thigh or knee region tissue,Moderate-Low,0.8169829,Moderate-Low
Aspiration of eye fluid,Moderate-High,0.30016306,Moderate-Low
Removal of foreign body from voice box using a flexible endoscope,Low,0.3283821,Moderate-Low
Destruction of trigeminal (facial) nerve branch,Moderate-High,0.9888658,Moderate-Low
Incision of chest bone,High,0.30268443,Moderate-Low
Stent placement of large bowel using an endoscope,Low,0.7005021,Moderate-Low
Insertion of defibrillator electrode,Moderate-Low,0.90033233,Moderate-Low
Diagnostic examination of small bowel using an endoscope,Moderate-Low,0.5722995,Moderate-Low
Deep biopsy of bone using needle or trocar,Low,0.79450744,Moderate-Low
Injection of chemical for destruction of nerve muscles on one side of voice box accessed through the skin,Low,0.75641763,Moderate-Low
Realignment of the eye by muscle fixation,Moderate-Low,0.8227665,Moderate-Low
Preparation of corneal tissue for transplant,Very-Low,0.83700424,Moderate-Low
Treatment of second trimester missed abortion,Moderate-Low,0.9926488,Moderate-Low
Destruction of vascular growth between retina and sclera,Moderate-Low,0.87866634,Moderate-Low
Biopsy of kidney or urinary duct (ureter) using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-Low,0.90086645,Moderate-Low
"Balloon dilation of esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.96749026,Moderate-Low
"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.9890121,Moderate-Low
"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",Moderate-Low,0.92162776,Moderate-Low
Removal of lymph nodes of mid-chest cavity using an endoscope,High,0.70226216,Moderate-Low
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-High,0.563533,Moderate-Low
"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.9735242,Moderate-Low
Measurement of brain activity (EEG) during surgery,Low,0.5156979,Moderate-Low
"Repair of wound (20.1 to 30.0 centimeters) of the face, ears, eyelids, nose, lips, and/or mucous membranes",Moderate-Low,0.8289052,Moderate-Low
Biopsy of tissue of back or flank,Moderate-Low,0.547235,Moderate-Low
Anesthesia for nerve block and injection procedure,Moderate-Low,0.9929889,Moderate-Low
Dilation of esophagus,Low,0.27649385,Moderate-Low
Removal of foreign body in lung airways using an endoscope,Moderate-Low,0.7700941,Moderate-Low
Open treatment of broken and/or dislocated spine bones,Very-High,0.6559268,Moderate-Low
Removal of implanted eardrum tube under anesthesia,Moderate-Low,0.91769814,Moderate-Low
"Fusion of spine bones, posterior or posterolateral approach",Very-High,0.47157198,Moderate-Low
Removal of soft tissue at roof of mouth,Moderate-Low,0.44572747,Moderate-Low
"Application of skin substitute (wound surface up to 100 sq cm) to trunk, arms, or legs (first 25 sq cm or less)",Moderate-Low,0.89733744,Moderate-Low
Suture of spermatic veins to stop abnormal fluid collection using an endoscope,Moderate-Low,0.9085467,Moderate-Low
Continuous infusions of local anesthetic for pain control and abdominal wall analgesia on one side,Moderate-Low,0.81653285,Moderate-Low
Ultrasound guided needle aspiration or biopsy of lower large bowel using an endoscope,Moderate-Low,0.98987705,Moderate-Low
Removal of infected neck graft,Moderate-High,0.43165272,Moderate-Low
Vocal cord injection using an endoscope,Moderate-Low,0.78913355,Moderate-Low
Collection of stem cells for transplantation,Moderate-Low,0.90487427,Moderate-Low
Anesthesia for retinal surgery,Moderate-Low,0.53149503,Moderate-Low
"Removal of malignant growth (0.6 to 1.0 centimeters) of the scalp, neck, hands, feet, or genitals",Moderate-Low,0.5726627,Moderate-Low
Drainage of rectal abscess,Low,0.56793904,Moderate-Low
Suture of (2.5 centimeter or less) mouth laceration,Moderate-Low,0.5931886,Moderate-Low
Repositioning of implanted left heart electrode,Moderate-Low,0.3434348,Moderate-Low
Closed treatment of broken tailbone,Low,0.47809315,Moderate-Low
Creation of artificial vagina,High,0.5558588,Moderate-Low
Drainage of throat abscess,Moderate-Low,0.4601143,Moderate-Low
"Anesthesia for cast application, removal or repair",Moderate-Low,0.9573174,Moderate-Low
Adjustment or revision of external bone fixation system under anesthesia,Moderate-High,0.82166755,Moderate-Low
Examination of kidney and urinary duct (ureter) using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-Low,0.9163011,Moderate-Low
"Removal of malignant growth (over 4.0 centimeters) of the trunk, arms, or legs",Moderate-Low,0.5346358,Moderate-Low
"Advanced life support, level 2 (als 2)",Moderate-Low,0.7941653,Moderate-Low
Attempt to restart heart and lungs,Moderate-Low,0.81953144,Moderate-Low
Open treatment of broken chest bone,High,0.8057608,Moderate-Low
Dilation of anus using an endoscope,Low,0.6560355,Moderate-Low
"Repair of wound (2.6 to 5.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",Moderate-Low,0.8049307,Moderate-Low
"Removal of middle or lower spine bone with release of spinal cord and/or nerves, lateral extracavitary approach",Very-High,0.874311,Moderate-Low
Dilation of anus using an endoscope,Low,0.6560355,Moderate-Low
Anesthesia for procedure on throat for removal of tumor,Moderate-Low,0.6187947,Moderate-Low
Removal or destruction of growth of bladder canal (urethra),Moderate-Low,0.8174621,Moderate-Low
Anesthesia for removal of urinary bladder tumors including use of an endoscope,Moderate-Low,0.9348078,Moderate-Low
Removal of embedded foreign body of mouth,Low,0.5248069,Moderate-Low
Suture of non-obstetrical vaginal injury,Moderate-Low,0.9113338,Moderate-Low
Ultrasound examination of lower large bowel using an endoscope,Low,0.80922467,Moderate-Low
Blood vessel procedure using an endoscope,Very-High,0.41455442,Moderate-Low
Anesthesia for removal of urinary bladder stone,Moderate-Low,0.9862867,Moderate-Low
Balloon dilation of esophagus using an endoscope,Moderate-Low,0.8585341,Moderate-Low
Aspiration of abdominal cavity or cyst using an endoscope,Moderate-Low,0.5367545,Moderate-Low
Manipulation of hinged joints of upper and lower jaw bones under anesthesia,Moderate-Low,0.96090496,Moderate-Low
"Removal of foreskin, patient older than 28 days of age",Moderate-Low,0.9851719,Moderate-Low
"Repair of wound (over 30.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",Moderate-Low,0.90993273,Moderate-Low
Insertion of device to close opening to voice box using an endoscope,Moderate-Low,0.99071914,Moderate-Low
Closed treatment of fracture of upper arm bone at shoulder joint,Moderate-Low,0.78326744,Moderate-Low
Removal of large bowel tissue using an endoscope,Moderate-Low,0.56262493,Moderate-Low
Incision of the membrane attaching foreskin and penis,Moderate-Low,0.9514182,Moderate-Low
Creation of tract to drain salivary gland cyst,High,0.77588695,Moderate-Low
Balloon dilation of esophagus using an endoscope,Moderate-Low,0.8585341,Moderate-Low
Destruction of peripheral nerve or branch,Moderate-Low,0.9200989,Moderate-Low
Closed treatment of fracture of bone of hand with manipulation,Moderate-High,0.80653507,Moderate-Low
Injection of medication into eye,Low,0.9451117,Moderate-Low
Incision of pancreatic outlet muscle using an endoscope,Moderate-Low,0.8137035,Moderate-Low
Anesthesia for removal of urinary bladder stone,Moderate-Low,0.9862867,Moderate-Low
Injection of spinal canal to destroy nerve,Moderate-High,0.5519929,Moderate-Low
Anesthesia for diagnostic examination of the wrist using an endoscope,Moderate-Low,0.92882717,Moderate-Low
"Repair of wound (2.5 centimeters or less) of face, ears, eyelids, nose, lips, and/or mouth",Moderate-Low,0.8097577,Moderate-Low
"Injection by continuous infusion of anesthetic agent, sciatic nerve",Moderate-Low,0.9931126,Moderate-Low
Closed treatment of fracture of bone of hand with manipulation and external hardware,Moderate-High,0.9303038,Moderate-Low
"Paramedic intercept (pi), rural area, transport furnished by a volunteer ambulance company which is prohibited by state law from billing third party payers",Low,0.5043888,Moderate-Low
Anesthesia for suture of upper arm and elbow tendon to bone,Moderate-Low,0.9154561,Moderate-Low
Closed treatment of fracture of shin bone,Moderate-High,0.53141445,Moderate-Low
Resection of large bowel tissue using an endoscope which is inserted through abdominal opening,Moderate-Low,0.9205787,Moderate-Low
Insertion of implant to close nasal passage,Moderate-Low,0.97373646,Moderate-Low
Mechanical removal of obstructive material from central venous catheter,Low,0.6023933,Moderate-Low
Closed treatment of ankle joint bone dislocation under anesthesia,Moderate-Low,0.98144287,Moderate-Low
"Drainage of abscess, cyst, or blood accumulation under the jaw bone",Moderate-Low,0.909296,Moderate-Low
Removal of mouth tissue for grafting,Very-High,0.53427994,Moderate-Low
Radiological supervision and interpretation of repair of chest aorta with graft,Moderate-Low,0.5064411,Moderate-Low
Closed treatment of broken forearm bone at elbow with manipulation,Moderate-High,0.609627,Moderate-Low
Deep biopsy of muscle,Moderate-Low,0.65625733,Moderate-Low
"Anesthesia for knee joint cast application, removal, or repair",Moderate-Low,0.98661673,Moderate-Low
Administration of radiation therapy,Moderate-Low,0.71125627,Moderate-Low
Destruction of penile growths using electric current,Moderate-Low,0.6334681,Moderate-Low
Removal of growth of tongue,Moderate-Low,0.36556032,Moderate-Low
Small bowel procedure,Moderate-High,0.5056972,Moderate-Low
Anesthesia for procedure on collar bone and shoulder blade,Moderate-High,0.536803,Moderate-Low
"Suture of bladder canal (urethra) wound or injury, penis",Moderate-Low,0.98602146,Moderate-Low
Correction of fifth toe joint deformity,Moderate-High,0.9468985,Moderate-Low
Closed treatment of dislocated hand bone with manipulation,Low,0.4386124,Moderate-Low
"Injection by continuous infusion of anesthetic agent, thigh nerve",Moderate-Low,0.99532664,Moderate-Low
Irrigation and removal of multiple blood clots from bladder and bladder canal (urethra) using an endoscope,Moderate-Low,0.94457084,Moderate-Low
Insertion of catheter for imaging of heart blood vessels or grafts,Moderate-Low,0.8632261,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",Moderate-Low,0.9978987,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",Moderate-Low,0.99736387,Moderate-Low
Repair of wound (2.6 to 7.5 centimeters) of trunk,Moderate-Low,0.68865895,Moderate-Low
Removal of anal polyps or growths using an endoscope,Moderate-Low,0.9025389,Moderate-Low
Injections into large bowel using an endoscope,Low,0.68077666,Moderate-Low
Removal of multiple external hemorrhoids,Moderate-High,0.9148343,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",Moderate-Low,0.998412,Moderate-Low
Injections of anesthetic and/or steroid drug into upper or middle spine nerve root using imaging guidance,Moderate-High,0.8680415,Moderate-Low
Combined multiple vein and artery heart artery bypasses,Moderate-High,0.66662467,Moderate-Low
Insertion of catheter for drainage into sac that covers the heart,Low,0.43711153,Moderate-Low
Biopsy of rectum and large bowel using an endoscope,Moderate-Low,0.6712674,Moderate-Low
Removal of implanted catheter in spinal canal,Moderate-Low,0.52842104,Moderate-Low
Anesthesia for procedure to control urinary system bleeding including use of an endoscope,Moderate-Low,0.90210533,Moderate-Low
"Repair of wound (2.6 to 7.5 centimeters) of the scalp, underarms, trunk, arms, and/or legs",Moderate-Low,0.81733376,Moderate-Low
Injections of substances into upper or middle spine,Low,0.59406686,Moderate-Low
Injection of anesthetic agent underarm (axillary) nerve,Moderate-Low,0.8612969,Moderate-Low
Biopsy of large bowel using an endoscope,Moderate-Low,0.79068834,Moderate-Low
Nonobstetrical repair of skin from anus to genitals,Moderate-Low,0.6829791,Moderate-Low
"High dose brachytherapy , 2- 12 channels",Moderate-Low,0.82336926,Moderate-Low
Incision and drainage of vaginal blood accumulation,Moderate-Low,0.55610454,Moderate-Low
"MRI scan of brain, during open brain procedure before and after contrast",Moderate-Low,0.97341883,Moderate-Low
Preparation of donor pancreas for transplantation,Moderate-High,0.4229235,Moderate-Low
"Removal and microscopic examination of growth of the head, neck, hands, feet, or genitals",Moderate-Low,0.9144065,Moderate-Low
Biopsy of penis,Moderate-Low,0.8142552,Moderate-Low
Removal of dental bone,Moderate-Low,0.91985667,Moderate-Low
Anesthesia for procedure on upper front abdominal wall,Moderate-Low,0.92754185,Moderate-Low
Anesthesia for diagnostic X-ray procedure (accessed through the skin) on spine and spinal cord,Moderate-Low,0.5882613,Moderate-Low
Incision of foot bone,Moderate-Low,0.66962117,Moderate-Low
"Incision to lengthen toe tendon, open procedure",Moderate-High,0.5667301,Moderate-Low
Stent placement in large bowel using an endoscope which is inserted through abdominal opening,Moderate-Low,0.840294,Moderate-Low
Anesthesia for procedure on lower intestine using an endoscope,Moderate-Low,0.9808338,Moderate-Low
"Implantable breast prosthesis, silicone or equal",Moderate-Low,0.7488696,Moderate-Low
"Removal of foreign body of upper arm or elbow area, accessed beneath the skin",Moderate-Low,0.7897986,Moderate-Low
Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,Moderate-Low,0.8515882,Moderate-Low
"Drainage, biopsy, or removal of foreign body of chest cavity",Moderate-High,0.62803,Moderate-Low
Detection test for multiple types of respiratory virus,Low,0.9975967,Moderate-Low
Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation,Moderate-Low,0.5686696,Moderate-Low
"Injection of anesthetic agent, groin nerves",Moderate-Low,0.8686663,Moderate-Low
"Incision to release foot tendon, open procedure",Moderate-Low,0.5709423,Moderate-Low
"Replacement of stomach or large bowel tube using fluoroscopic guidance with contrast, accessed through the skin",Moderate-Low,0.8052081,Moderate-Low
Removal of abdominal cavity catheter,Moderate-Low,0.65625066,Moderate-Low
Closed treatment of broken forearm bone at elbow with manipulation,Moderate-High,0.609627,Moderate-Low
Removal of recurring cataract in lens capsule using laser,Moderate-Low,0.9736821,Moderate-Low
Removal of lymph nodes from chest cavity and breast bone,Very-High,0.5179018,Moderate-Low
Anesthesia for spinal tap,Low,0.90430146,Moderate-Low
Incision of foot bone,Moderate-Low,0.66962117,Moderate-Low
Drainage of finger abscess,Moderate-Low,0.6474891,Moderate-Low
Destruction of extensive growths of external female genitals,Moderate-High,0.85289466,Moderate-Low
Insertion of catheter into vein with collection of blood sample,Low,0.98051524,Moderate-Low
Insertion of catheter into urinary duct (ureter) using an endoscope,Moderate-Low,0.952461,Moderate-Low
Dilation of bladder canal (urethra) using an endoscope,Moderate-Low,0.93603855,Moderate-Low
"Removal of growth (3.1 to 4.0 centimeters) of the trunk, arms, or legs",Moderate-Low,0.8196007,Moderate-Low
Removal or destruction of bladder canal (urethra) mucous glands,Moderate-Low,0.93636703,Moderate-Low
Anesthesia for procedure on lower front abdominal wall,Moderate-Low,0.91609544,Moderate-Low
Biopsy of throat lesion behind nose,Moderate-Low,0.75320786,Moderate-Low
Repair of (2.5 centimeter or less) laceration to floor of mouth or tongue,Moderate-Low,0.98221993,Moderate-Low
Biopsy of breast accessed through the skin with ultrasound guidance,Moderate-Low,0.81575847,Moderate-Low
Injections of local anesthetic for pain control and abdominal wall analgesia on one side,Moderate-Low,0.60233676,Moderate-Low
Repair of central venous catheter for infusion,Moderate-Low,0.43947873,Moderate-Low
"Laser destruction of insufficient vein of arm or leg using imaging guidance, accessed through the skin",Moderate-Low,0.74818546,Moderate-Low
"Incision of artery in one groin for insertion of prosthesis, open procedure",Moderate-Low,0.8159115,Moderate-Low
"Application of vein wound compression system upper arm, forearm, hand, and fingers",Low,0.9803726,Moderate-Low
Release of unspecified nerve,Moderate-Low,0.30558696,Moderate-Low
Removal or relocation of corneal conjunctiva,Moderate-High,0.91245645,Moderate-Low
Biopsy of soft tissue of upper arm or elbow,Moderate-Low,0.60883725,Moderate-Low
"Diagnostic aspiration of spinal disc or tissue, accessed through the skin",Low,0.6755479,Moderate-Low
Anesthesia for procedure on throat for removal of tumor,Moderate-Low,0.6187947,Moderate-Low
Insertion of stabilizing or separating device into lower spine at second level,Very-Low,0.46440563,Moderate-Low
Computer-assisted image-guided navigation of lung airways using an endoscope,Moderate-Low,0.99665785,Moderate-Low
"Fluid collection drainage by catheter using imaging guidance, accessed through the skin",Moderate-Low,0.81511134,Moderate-Low
"Application of organ cavity radiation source, intermediate",Moderate-Low,0.937789,Moderate-Low
Injection of chemical for destruction of nerve muscles on one side of voice box accessed through the skin,Low,0.75641763,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",Moderate-Low,0.9978987,Moderate-Low
Repair of lacerated conjunctiva,Moderate-Low,0.61807245,Moderate-Low
CT scan guidance for and monitoring of tissue destruction,Low,0.97722447,Moderate-Low
Insertion of catheter into abdominal pelvic or leg artery,Moderate-Low,0.67834175,Moderate-Low
Gene analysis (v-Ki-ras2 Kirsten rat sarcoma viral oncogene) variants in codons 12 and 13,Moderate-Low,0.99665487,Moderate-Low
Biopsy of toe joint,Moderate-Low,0.5344011,Moderate-Low
Insertion of catheter in right heart for X-ray imaging of blood vessels or grafts,Moderate-High,0.49542984,Moderate-Low
Closed treatment of broken heel bone,Moderate-Low,0.88667923,Moderate-Low
"Insertion of devices in abdominal cavity for radiation therapy guidance, accessed through the skin",Moderate-Low,0.77639663,Moderate-Low
Anesthesia for cesarean delivery following labor,Moderate-Low,0.97652406,Moderate-Low
Destruction of growth or soft tissue at roof of mouth,Moderate-Low,0.8423345,Moderate-Low
Removal of growth of floor of mouth,Moderate-Low,0.57444274,Moderate-Low
"Removal of growth (3.1 to 4.0 centimeters) of the scalp, neck, hands, feet, or genitals",Moderate-Low,0.96115524,Moderate-Low
Anesthesia for procedure on collar bone and shoulder blade,Moderate-High,0.536803,Moderate-Low
Anesthesia for application or revision of body cast,Moderate-Low,0.9379886,Moderate-Low
Destruction of lesion of cornea,Moderate-Low,0.5725219,Moderate-Low
"Fluid collection drainage by catheter using imaging guidance, accessed through the skin",Moderate-Low,0.81511134,Moderate-Low
Preparation of corneal tissue for transplant,Very-Low,0.83700424,Moderate-Low
Balloon dilation of esophagus using an endoscope,Moderate-Low,0.8585341,Moderate-Low
Incision and drainage of eye fluid accumulation in iris,Moderate-Low,0.8746473,Moderate-Low
