description,y_pred,y_conf,y_true
Imaging of voice box with speech evaluation,Low,0.8150662,Low
Biopsy of lip,Moderate-Low,0.9407742,Low
Radiological supervision and interpretation of placement of blood vessel prosthesis procedure,Moderate-Low,0.8826222,Low
"Destruction of malignant growth (0.5 centimeters or less) of face, ears, eyelids, nose, lips, or mouth",Low,0.9855505,Low
Relocation of patient skin to trunk,Moderate-Low,0.91613334,Low
Ultrasound of fetal heart blood flow,Low,0.9827387,Low
Biopsy of lining of nose,Low,0.9573973,Low
Single plane imaging procedure,Low,0.98409075,Low
Release of large bowel from spleen and abdominal wall,Low,0.9657738,Low
Partial removal of spine bone and growth in spinal column,Low,0.95718527,Low
"Negative pressure wound therapy, surface area less than or equal to 50 square centimeters, per session",Low,0.99312496,Low
Exchange blood transfusion,Low,0.99086845,Low
"Insertion of arterial catheter for blood sampling or infusion, accessed through the skin",Low,0.98067516,Low
Radiological supervision and interpretation X-ray of vein of spleen and liver,Low,0.71143955,Low
"Shaving of 0.6 centimeters to 1.0 centimeters skin growth of scalp, neck, hands, feet, or genitals",Low,0.9982358,Low
Radiological supervision and interpretation of imaging of abdominal artery,Low,0.9852946,Low
Hospital observation care typically 50 minutes,Low,0.9847131,Low
Nuclear medicine study of nervous systems,Low,0.9994081,Low
"Nuclear medicine study of heart function wall motion at rest and stress with evaluation of blood ejection from heart, multiple studies",Low,0.97534037,Low
MRI scan of pelvis before and after contrast,Low,0.9992899,Low
Irrigation of nasal sinus,Low,0.8626968,Low
"Injection of anesthetic agent, thoracic vertebra",Moderate-Low,0.8390222,Low
Needle measurement and recording of electrical activity of muscles at bladder and bowel openings,Low,0.96290976,Low
"Nerve transmission studies, 3-4 studies",Low,0.99033314,Low
"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implem",Low,0.7631246,Low
Nuclear medicine whole body study for thyroid cancer,Low,0.9774966,Low
Ambulatory continuous glucose (sugar) monitoring for a minimum of 72 hours,Very-Low,0.8394089,Low
"MRI scan bones of the eye, face, and/or neck",Low,0.9899997,Low
Anesthesia for procedure to correct abnormal heart rhythm,Moderate-Low,0.5753218,Low
Biopsy of external female genitals,Low,0.9839414,Low
"Dilation of bladder canal (urethra), female",Low,0.9691749,Low
Peritoneal-venous shunt patency test,Low,0.98152345,Low
Partial release of large bowel using an endoscope,Moderate-Low,0.7383821,Low
"Telehealth consultation, critical care, subsequent, physicians typically spend 50 minutes communicating with the patient and providers via telehealth",Low,0.9747977,Low
Insertion of temporary pacemaker electrode for diagnostic lower heart pacing,Low,0.954443,Low
"Ultrasound limited scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow",Low,0.97797364,Low
Biopsy of lung using an endoscope,Low,0.6999952,Low
"Shaving of 0.5 centimeters or less skin growth of the trunk, arms, or legs",Low,0.99815947,Low
Nuclear medicine study of vessels of heart using drugs or exercise single study,Low,0.999716,Low
"Evaluation of physical therapy, typically 20 minutes",Low,0.9726132,Low
Prolonged inpatient or observation hospital service each 30 minutes beyond first hour,Low,0.9953643,Low
Ultrasound of fetal heart blood flow,Low,0.9827387,Low
Injection of abnormal muscle drainage tract for X-ray study,Low,0.96774644,Low
"Ultrasound examination and continuous monitoring of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report",Low,0.9659407,Low
Radiation therapy plan,Low,0.9964778,Low
Tests for facial paralysis disorders,Low,0.8112345,Low
Radiological supervision and interpretation of placement of catheter with drainage (accessed through the skin) procedure,Low,0.9648717,Low
Ultrasound evaluation of blood vessel during diagnosis or treatment,Low,0.63072664,Low
Insertion of radiation therapy devices in prostate gland for radiation therapy guidance,Low,0.93603396,Low
"Radiological supervision and interpretation X-ray of disc of vertebra, upper or middle spine",Low,0.9933435,Low
Insertion of radiation therapy devices in vagina for radiation therapy,Low,0.9377233,Low
Incision and drainage of female genital gland abscess,Low,0.93450797,Low
Examination of cervix using an endoscope with biopsy of uterine lining,Moderate-Low,0.7157414,Low
CT scan head or brain before and after contrast,Low,0.99903774,Low
Harvest of veins for coronary artery bypass procedure using an endoscope,Low,0.92724913,Low
Biopsy and scraping of the cervix using an endoscope,Low,0.951608,Low
"Injection to cause blood clot in a diseased or bulging vessel of arm or leg, accessed through the skin",Low,0.80559754,Low
"Moderate sedation services by physician also performing a procedure, patient younger than 5 years of age, first 30 minutes",Very-Low,0.64520645,Low
Needle measurement and recording of electrical activity of muscles of arm or leg limited study,Low,0.9851103,Low
Laser treatment (250 to 500 sq centimeters) for inflammatory skin disease,Low,0.98633343,Low
Diagnostic examination of nasal passages using an endoscope,Moderate-Low,0.69265455,Low
Electronic analysis reprogramming and refill of spinal canal drug infusion pump,Low,0.9907272,Low
MRA scan of arm blood vessels,Low,0.9987729,Low
"Needle biopsy of abdominal cavity growth, accessed through the skin",Low,0.9823429,Low
Imaging of bone marrow multiple areas,Low,0.91494846,Low
Closed treatment of dislocated foot joint,Low,0.9803556,Low
Placement of skin electrodes for measurement and recording of stimulated sites of the legs,Low,0.97207,Low
Drainage of lower jaw abscess,Low,0.989407,Low
CT scan of lower spine,Low,0.99702543,Low
Biopsy of back of throat,Moderate-Low,0.82478654,Low
Insertion of electronic device into bladder with measurement of urine flow pressure,Low,0.8122108,Low
Removal of implantable contraceptive capsules,Moderate-Low,0.6157609,Low
Closed treatment of broken toe,Low,0.8036987,Low
X-ray of upper digestive tract with contrast followed by x-ray of small bowel at later point,Low,0.9908482,Low
"New patient office or other outpatient visit, typically 30 minutes",Low,0.9723771,Low
Evaluation of non-cardiac chest pain using esophageal balloon,Low,0.9886386,Low
"Nursing facility discharge day management, 30 minutes or less",Low,0.98981464,Low
Thoracic targets delineation for stereotactic body radiation therapy,Moderate-Low,0.9338173,Low
Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,Low,0.9518246,Low
Nuclear medicine study heart muscle with metabolic evaluation,Low,0.99664813,Low
Imaging and evaluation of deep cells of the eye,Low,0.9399294,Low
Destruction of 15 or more skin growths,Low,0.98924494,Low
Flow cytometry technique for DNA or cell analysis,Very-Low,0.6446482,Low
MRI scan of bone marrow,Low,0.9992607,Low
Microscopic genetic analysis of muscle,Low,0.9996238,Low
Injection of chemical agent into multiple veins of same leg,Low,0.92046165,Low
"Remote evaluations of defibrillator up to 90 days with analysis, review and report",Low,0.8045774,Low
Chromosome analysis for genetic defects,Low,0.9926514,Low
Molecular pathology procedure,Low,0.96339184,Low
Repair of central venous catheter for infusion,Low,0.91139805,Low
Nuclear medicine study heart muscle at rest and/or stress multiple studies,Low,0.9986284,Low
CT scan pelvis,Low,0.98463166,Low
"Dialysis services (1 physician visit per month), patient 20 years of age and older",Moderate-Low,0.782975,Low
CT scan of abdominal and pelvic blood vessels with contrast,Low,0.99838233,Low
Needle biopsy of testis (testicle),Moderate-Low,0.6334899,Low
Translocation analysis (BCR/ABL1) minor breakpoint,Low,0.5536292,Low
Insertion of catheter for suction of secretions,Low,0.9682782,Low
Biopsy of finger or toe nail,Low,0.96029425,Low
Analysis of genetic material,Low,0.99391234,Low
"Dialysis services (1 physician visit per month), patient 20 years of age and older",Moderate-Low,0.782975,Low
Repositioning of central venous catheter using fluoroscopic guidance,Low,0.98519117,Low
"Repair of wound (2.5 centimeters or less) of the face, ears, eyelids, nose, lips, and/or mucous membranes",Low,0.9975776,Low
Scraping of cornea for diagnosis,Low,0.97442496,Low
MRI scan of blood vessels of chest,Low,0.98428786,Low
Hearing assessment of abnormal sounds,Very-Low,0.7535804,Low
Strapping of shoulder,Very-Low,0.74413216,Low
Radiation therapy plan,Low,0.9964778,Low
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,Moderate-Low,0.68837756,Low
First degree burn treatment,Low,0.99023294,Low
Injection of agent into vein to assess blood flow of skin graft or flap,Low,0.95237637,Low
Drainage of blood or fluid accumulation,Low,0.50625294,Low
Destruction of (up to 1 centimeter) growth of eyelid margin,Moderate-High,0.37683257,Low
Radiological supervision and interpretation of balloon dilation of narrowed artery,Very-Low,0.7963408,Low
Moderate sedation services by physician or health care provider not performing a procedure,Very-Low,0.7116149,Low
Placement of breast localization devices accessed through the skin with mammographic guidance,Low,0.96957624,Low
Radiological supervision and interpretation X-ray of jaw joint,Low,0.9518802,Low
Advance care planning by the physician or other qualified health care professional,Low,0.989867,Low
Psychotherapy for crisis,Low,0.9546588,Low
Incision and drainage of ear canal abscess,Low,0.6946457,Low
Musculoskeletal surgical navigational orthopedic operation using imaging guidance,Low,0.97878075,Low
"Application of cast, shoulder to hand (long arm)",Low,0.8270329,Low
"Venography for blood clot in veins, both legs or arms",Low,0.6679773,Low
Removal of foreign body in nose,Low,0.9210893,Low
Monitoring of gastroesophageal reflux including analysis and interpretation,Low,0.9965964,Low
"Diagnostic mammography, including computer-aided detection (cad) when performed; bilateral",Very-Low,0.9241647,Low
Removal of growth of finger or toe nerve,Low,0.7847357,Low
Biopsy of cervix using an endoscope,Moderate-Low,0.95620155,Low
Removal of drug delivery implant from tissue,Low,0.7905343,Low
Hydration infusion into a vein 31 minutes to 1 hour,Very-Low,0.7876716,Low
Imaging of brain and spinal cord fluid leakage detection and localization,Low,0.96724963,Low
"Low frequency, non-contact, non-thermal ultrasound wound assessment, and instructions for ongoing care, per day",Low,0.9552044,Low
CT scan of abdominal blood vessels with contrast,Low,0.99919826,Low
Examination of external female genitals using an endoscope,Low,0.98076147,Low
Application of long arm splint (shoulder to hand),Low,0.8894261,Low
Nuclear medicine study of radioactive material distribution at tumor location,Low,0.9989827,Low
Needle measurement and recording electrical activity of muscles including jitter blocking and/or fiber density using single electrode,Low,0.96603376,Low
Blood gases measurement,Very-Low,0.99953187,Low
"High dose brachytherapy through skin surface, 1 channel or up to 2.0 cm",Low,0.97867537,Low
Non-cardiac vascular flow imaging,Low,0.9836564,Low
Injection procedure for X-ray imaging of the bladder and bladder canal (urethra),Low,0.9878798,Low
Single plane imaging procedure,Low,0.98409075,Low
Dressing change under anesthesia,Low,0.96500343,Low
Emergent insertion of breathing tube into windpipe cartilage using an endoscope,Low,0.8502663,Low
Biopsy of penis,Moderate-Low,0.98844725,Low
MRI scan of middle spinal canal with contrast,Low,0.99977237,Low
Application of cast to hand and lower forearm,Low,0.9274527,Low
Ultrasound of scrotum,Low,0.9790452,Low
"Rotary wing air mileage, per statute mile",Low,0.9294447,Low
Nuclear medicine imaging whole body,Low,0.9656223,Low
Flow cytometry technique for DNA or cell analysis,Very-Low,0.6446482,Low
Nuclear medicine study of radioactive material distribution,Low,0.9987074,Low
Hospital observation care typically 70 minutes per day,Low,0.99633276,Low
Sleep monitoring of patient (6 years or older) in sleep lab,Low,0.97119033,Low
"Rotary wing air mileage, per statute mile",Low,0.9294447,Low
"Follow-up inpatient consultation, complex, physicians typically spend 35 minutes communicating with the patient via telehealth",Low,0.9745173,Low
Monitoring and recording of gastroesophageal reflux with pH electrode insertion including analysis and interpretation,Low,0.9966086,Low
Insertion and removal of wire or pin with bone traction,Moderate-Low,0.9522585,Low
"Bone and/or joint imaging, whole body",Low,0.98851424,Low
"Ear, nose, or throat procedure",Low,0.9143501,Low
Procalcitonin (hormone) level,Very-Low,0.99241793,Low
"Removal of foreign body in external eye, conjunctiva",Low,0.9894488,Low
Nuclear medicine study of heart muscle following heart attack with evaluation of blood ejection from heart,Low,0.9865562,Low
"Subsequent hospital inpatient care, typically 25 minutes per day",Low,0.9358796,Low
Irrigation of abdominal cavity,Low,0.9786033,Low
Application of cast to hand and lower forearm,Low,0.9274527,Low
Nuclear medicine study of kidney with assessment of blood flow and function,Low,0.9960937,Low
Fluoroscopic and video recorded motion evaluation of swallowing function,Very-Low,0.51691455,Low
"Diagnostic mammography, producing direct 2-d digital image, bilateral, all view",Very-Low,0.99225384,Low
"Shaving of 1.1 to 2.0 centimeters skin growth of the trunk, arms, or legs",Low,0.9991573,Low
Evaluation and recording of swallowing using an endoscope,Low,0.98131436,Low
Incision of engorged external hemorrhoid,Moderate-Low,0.7864503,Low
"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",Low,0.9845872,Low
Insertion of probe into esophagus for recording and pacing upper or lower heart rhythm,Low,0.9703929,Low
Reoperation of upper or lower leg artery more than 1 month after original operation,Low,0.97509074,Low
Evaluation of fine needle aspirate,Low,0.9905599,Low
Insertion of catheter for recording of right lower heart chamber rhythm,Low,0.9702565,Low
Low dose ct scan (ldct) for lung cancer screening,Low,0.9653504,Low
"Ingestion of test items for allergies, 120 minutes",Low,0.98862517,Low
Ultrasound evaluation of heart blood vessel during diagnosis or treatment,Low,0.9928389,Low
MRI scan of arm joint with contrast,Low,0.99935883,Low
"Bone and/or joint imaging, whole body",Low,0.98851424,Low
Insertion of catheter into breast for radiation therapy concurrent with partial breast removal using imaging guidance,High,0.59203357,Low
Imaging of spleen,Very-Low,0.9870204,Low
Removal of eyelashes by forceps,Low,0.98698527,Low
Placement of breast localization devices accessed through the skin with stereotactic guidance,Low,0.9613601,Low
"Destruction of malignant growth (2.1 to 3.0 centimeters) of scalp, neck, hands, feet, or genitals",Low,0.9902955,Low
Radiological supervision and interpretation of imaging of lymphatic system of one arm or leg,Low,0.9889788,Low
Injection of dye for X-ray of salivary glands,Low,0.9777229,Low
Evaluation of retinal response to light,Low,0.9866567,Low
MRA scan of neck blood vessels before and after contrast,Low,0.9990879,Low
Injection for X-ray imaging procedure on veins of arm or leg,Low,0.99954396,Low
Radiological supervision and interpretation X-ray of covering of spinal cord,Low,0.9926242,Low
Infusion of chemotherapy into a vein up to 1 hour,Low,0.9311905,Low
"Ventilation assistance and management, hospital inpatient or observation",Low,0.9957461,Low
"Subsequent observation care, typically 35 minutes per day",Low,0.9360676,Low
Removal of implantable contraceptive capsules,Moderate-Low,0.6157609,Low
CT scan of face with contrast,Low,0.99876034,Low
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,Moderate-Low,0.68837756,Low
Biopsy of soft tissue of leg or ankle,Moderate-Low,0.8376712,Low
Release of twisted large bowel using an endoscope,Low,0.9190106,Low
Placement of breast localization devices accessed through the skin with MRI guidance,Moderate-Low,0.69145435,Low
Insertion of indwelling bladder catheter,Low,0.9564874,Low
"Home dialysis services per month, patient 20 years of age or older",Moderate-Low,0.5415183,Low
Behavioral and qualitative analysis of voice and resonance,Low,0.9825167,Low
Insertion of temporary pacemaker electrode for diagnostic upper heart pacing,Low,0.95582306,Low
Biopsy of uterine lining,Low,0.9434437,Low
Dressing change and/or removal of burn tissue (greater than 10% total body surface),Low,0.9814007,Low
CT scan of face,Low,0.99675983,Low
Lengthening of esophagus,Low,0.87115294,Low
Interpretation of fetal monitoring during labor by consulting physician,Low,0.9903143,Low
Nuclear medicine imaging from skull base to mid-thigh,Low,0.9888974,Low
Ultrasound evaluation of heart blood vessel,Low,0.99686664,Low
Destruction of (up to 1 centimeter) growth of eyelid margin,Moderate-High,0.37683257,Low
Radiological supervision and interpretation of imaging of major abdominal vein,Low,0.9826194,Low
Fine needle aspiration,Low,0.9981559,Low
Evaluation of fine needle aspirate with interpretation and report,Low,0.98704845,Low
Oral administration of radioactive material therapy agent,Low,0.93585557,Low
"Repair of wound (2.5 centimeters or less) of the scalp, underarms, trunk, arms, and/or legs",Low,0.99164635,Low
Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,Moderate-High,0.96879387,Low
Needle measurement and recording of electrical activity of head or trunk muscles,Low,0.9746401,Low
Placement of external devices to assist circulation,Low,0.969523,Low
"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older",Low,0.96888673,Low
Incision and drainage of eye cyst,Low,0.98980075,Low
"Application of long leg cast (thigh to toes), walker or ambulatory type",Low,0.9857465,Low
Application of long leg cast brace,Moderate-Low,0.8217732,Low
Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on both sides of body,Moderate-Low,0.60628027,Low
Cell examination of urine,Low,0.9919012,Low
Electronic assessment of bladder emptying,Very-Low,0.6486436,Low
Examination of lung airways using an endoscope with imaging guidance and ultrasound,Moderate-Low,0.93538284,Low
"Management of radiation therapy, simulation, intermediate",Low,0.9884604,Low
Tests for facial paralysis disorders,Low,0.8112345,Low
Removal of foreign bodies in large bowel using an endoscope,Moderate-Low,0.9699711,Low
Radiological supervision and interpretation of insertion of catheter into biliary duct using an endoscope,Low,0.78759605,Low
Radiological supervision and interpretation of imaging of vein of both kidneys,Low,0.9943507,Low
CT scan of neck with contrast,Low,0.99977475,Low
Family psychotherapy including patient,Low,0.9693039,Low
Injection of air or X-ray contrast material into abdominal cavity,Low,0.8866945,Low
Hemodialysis procedure with one physician evaluation,Low,0.99205256,Low
"Preparation of graft site of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-Low,0.89266884,Low
Nuclear medicine study of respiratory systems,Low,0.9990613,Low
Removal of skin and bone,Low,0.77857894,Low
"Initial hospital inpatient care, typically 70 minutes per day",Low,0.9892637,Low
Injection procedure for X-ray imaging of the spleen and portal (liver) vein,Low,0.99432135,Low
"Ultrasound examination and continuous monitoring of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report",Low,0.9659407,Low
Test for detecting genes associated with colon cancer,Low,0.7031419,Low
Application of long leg splint (thigh to ankle or toes),Low,0.82943135,Low
Needle measurement and recording of electrical activity of muscles of arms or legs,Low,0.7310011,Low
Radiological supervision and interpretation of removal of obstructive material in catheter procedure,Low,0.93793625,Low
Supervision and interpretation of ultrasound of digestive tract using an endoscope,Low,0.83641213,Low
Hospital observation care typically 50 minutes,Low,0.9847131,Low
Neuropsychological testing by technician with interpretation and report by a qualified healthcare professional per hour,Low,0.97416854,Low
"Shaving of over 2.0 centimeters skin growth of the trunk, arms, or legs",Low,0.9954986,Low
Detection test for multiple types influenza virus,Very-Low,0.8759927,Low
"Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery, first hour",Low,0.9451537,Low
"Established patient office or other outpatient visit, typically 15 minutes",Very-Low,0.91238904,Low
"Transitional care management services, moderately complexity, requiring face-to-face visits within 14 days of discharge",Low,0.97960496,Low
MRI scan of arm before and after contrast,Low,0.9997645,Low
Radiological supervision and interpretation of imaging of artery of one adrenal gland,Low,0.9975108,Low
"Application of moveable, hinged finger splint",Low,0.9976325,Low
"Removal of growth (0.6 to 1.0 centimeters) of the trunk, arms, or legs",Low,0.96150917,Low
Study of sleep patterns,Low,0.9961747,Low
"Removal of inflamed or infected skin, up to 10% of body surface",Low,0.93354577,Low
MRI scan of abdomen before and after contrast,Low,0.99842274,Low
Insertion of drain device in anus,Moderate-Low,0.9552812,Moderate-Low
Evaluation of single or dual chamber pacing cardioverter-defibrillator with programming or reprogramming,Moderate-Low,0.9080341,Moderate-Low
Incision of corner of eye at eyelids,Moderate-Low,0.7493305,Moderate-Low
"Exploration, drainage, or removal of foreign body of wrist bone",Moderate-Low,0.7249297,Moderate-Low
"Anesthesia for lower abdominal hernia repair, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery",Moderate-Low,0.97744274,Moderate-Low
Biopsy of soft tissue of upper arm or elbow,Moderate-High,0.57132024,Moderate-Low
Incision of bladder with destruction of growths and/or insertion of radioactive material,Low,0.40295443,Moderate-Low
Computer-assisted surgical navigational procedure for bone procedures,Moderate-Low,0.93959296,Moderate-Low
Sleep monitoring of patient (younger than 6 years) in sleep lab,Low,0.7714988,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",Moderate-Low,0.99428177,Moderate-Low
"Removal of malignant growth (1.1 to 2.0 centimeters) of the face, ears, eyelids, nose, or lips",Moderate-Low,0.92531973,Moderate-Low
Incision of external urinary opening,Moderate-Low,0.9610278,Moderate-Low
Biopsy of small bowel using an endoscope which is inserted through abdominal opening,Moderate-Low,0.9262934,Moderate-Low
Insertion of catheter for recording to identify origin of abnormal heart rhythm,Low,0.67699164,Moderate-Low
Closed treatment of broken forearm bone,Moderate-Low,0.9669173,Moderate-Low
"Biopsy or removal of lymph nodes of under the arm, open procedure",Moderate-Low,0.97576153,Moderate-Low
Anesthesia for procedure on veins of upper leg,Moderate-Low,0.97233576,Moderate-Low
Injection of anesthetic agent of multiple rib nerves,Moderate-Low,0.993576,Moderate-Low
External hyperthermia treatment depth greater than 4 cm,Moderate-Low,0.79824793,Moderate-Low
Irrigation of nasal sinus,Low,0.8626968,Moderate-Low
Closed treatment of fracture hand bone,Moderate-Low,0.97775364,Moderate-Low
Division of muscle of anus,Moderate-High,0.40859538,Moderate-Low
Small bowel procedure,Moderate-High,0.69570684,Moderate-Low
Insertion of catheter into right upper heart chamber for evaluation of congenital abnormalities,Moderate-Low,0.8259652,Moderate-Low
Removal or relocation of corneal conjunctiva,Moderate-High,0.7952818,Moderate-Low
Vaginal suture of cervix during pregnancy,Moderate-Low,0.79880905,Moderate-Low
Removal of polyps or growths in large bowel using an endoscope,Moderate-Low,0.9877323,Moderate-Low
Anesthesia for vasectomy,Moderate-Low,0.9858549,Moderate-Low
Injection of vocal cords using an endoscope with operating microscope or telescope,Moderate-Low,0.9563896,Moderate-Low
Removal of tissue lining of esophagus using an endoscope,Moderate-Low,0.7956356,Moderate-Low
"Repair of wound (2.6 to 7.5 centimeters) of scalp, arms, and/or legs",Moderate-Low,0.5933496,Moderate-Low
"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",Moderate-High,0.76056767,Moderate-Low
Laser destruction of cervix,Moderate-Low,0.7893869,Moderate-Low
Insertion of feeding tube (accessed beneath the skin) into small bowel using an endoscope,Moderate-Low,0.97666365,Moderate-Low
Biopsy of thigh or knee region tissue,Moderate-Low,0.9721896,Moderate-Low
Aspiration of eye fluid,Moderate-Low,0.792293,Moderate-Low
Removal of foreign body from voice box using a flexible endoscope,Moderate-Low,0.6371721,Moderate-Low
Destruction of trigeminal (facial) nerve branch,Moderate-High,0.9365919,Moderate-Low
Incision of chest bone,Moderate-Low,0.93415475,Moderate-Low
Stent placement of large bowel using an endoscope,Moderate-Low,0.95522237,Moderate-Low
Insertion of defibrillator electrode,Moderate-Low,0.9913157,Moderate-Low
Diagnostic examination of small bowel using an endoscope,Moderate-Low,0.73418355,Moderate-Low
Deep biopsy of bone using needle or trocar,Low,0.9413617,Moderate-Low
Injection of chemical for destruction of nerve muscles on one side of voice box accessed through the skin,Low,0.9802018,Moderate-Low
Realignment of the eye by muscle fixation,Moderate-Low,0.9138893,Moderate-Low
Preparation of corneal tissue for transplant,Low,0.52950263,Moderate-Low
Treatment of second trimester missed abortion,Moderate-Low,0.8889355,Moderate-Low
Destruction of vascular growth between retina and sclera,Moderate-Low,0.9491622,Moderate-Low
Biopsy of kidney or urinary duct (ureter) using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-Low,0.9874721,Moderate-Low
"Balloon dilation of esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.9901343,Moderate-Low
"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.99169487,Moderate-Low
"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",Moderate-Low,0.8630706,Moderate-Low
Removal of lymph nodes of mid-chest cavity using an endoscope,Moderate-Low,0.8822588,Moderate-Low
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes",Moderate-Low,0.8613967,Moderate-Low
"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",Moderate-Low,0.9744819,Moderate-Low
Measurement of brain activity (EEG) during surgery,Moderate-Low,0.84830225,Moderate-Low
"Repair of wound (20.1 to 30.0 centimeters) of the face, ears, eyelids, nose, lips, and/or mucous membranes",Moderate-Low,0.5072363,Moderate-Low
Biopsy of tissue of back or flank,Low,0.88304853,Moderate-Low
Anesthesia for nerve block and injection procedure,Moderate-Low,0.97632277,Moderate-Low
Dilation of esophagus,Moderate-Low,0.66434443,Moderate-Low
Removal of foreign body in lung airways using an endoscope,Moderate-Low,0.8751062,Moderate-Low
Open treatment of broken and/or dislocated spine bones,Moderate-Low,0.7247988,Moderate-Low
Removal of implanted eardrum tube under anesthesia,Moderate-Low,0.97624946,Moderate-Low
"Fusion of spine bones, posterior or posterolateral approach",High,0.6070695,Moderate-Low
Removal of soft tissue at roof of mouth,High,0.5907033,Moderate-Low
"Application of skin substitute (wound surface up to 100 sq cm) to trunk, arms, or legs (first 25 sq cm or less)",Moderate-Low,0.5179403,Moderate-Low
Suture of spermatic veins to stop abnormal fluid collection using an endoscope,Moderate-Low,0.8168076,Moderate-Low
Continuous infusions of local anesthetic for pain control and abdominal wall analgesia on one side,Moderate-Low,0.9312464,Moderate-Low
Ultrasound guided needle aspiration or biopsy of lower large bowel using an endoscope,Moderate-Low,0.9794957,Moderate-Low
Removal of infected neck graft,Moderate-Low,0.91970617,Moderate-Low
Vocal cord injection using an endoscope,Moderate-Low,0.9755912,Moderate-Low
Collection of stem cells for transplantation,Moderate-Low,0.8541827,Moderate-Low
Anesthesia for retinal surgery,Moderate-Low,0.97565514,Moderate-Low
"Removal of malignant growth (0.6 to 1.0 centimeters) of the scalp, neck, hands, feet, or genitals",Moderate-Low,0.8682716,Moderate-Low
Drainage of rectal abscess,Moderate-Low,0.85992193,Moderate-Low
Suture of (2.5 centimeter or less) mouth laceration,Moderate-Low,0.53400224,Moderate-Low
Repositioning of implanted left heart electrode,Moderate-Low,0.56589055,Moderate-Low
Closed treatment of broken tailbone,Moderate-Low,0.8085243,Moderate-Low
Creation of artificial vagina,High,0.51485914,Moderate-Low
Drainage of throat abscess,Moderate-High,0.61511403,Moderate-Low
"Anesthesia for cast application, removal or repair",Moderate-Low,0.9854101,Moderate-Low
Adjustment or revision of external bone fixation system under anesthesia,Moderate-Low,0.9028926,Moderate-Low
Examination of kidney and urinary duct (ureter) using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-Low,0.9852645,Moderate-Low
"Removal of malignant growth (over 4.0 centimeters) of the trunk, arms, or legs",Moderate-Low,0.939538,Moderate-Low
"Advanced life support, level 2 (als 2)",Moderate-Low,0.919615,Moderate-Low
Attempt to restart heart and lungs,Moderate-Low,0.9368966,Moderate-Low
Open treatment of broken chest bone,Moderate-Low,0.67305887,Moderate-Low
Dilation of anus using an endoscope,Low,0.46730772,Moderate-Low
"Repair of wound (2.6 to 5.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",Moderate-Low,0.88417923,Moderate-Low
"Removal of middle or lower spine bone with release of spinal cord and/or nerves, lateral extracavitary approach",Moderate-Low,0.6728682,Moderate-Low
Dilation of anus using an endoscope,Low,0.46730772,Moderate-Low
Anesthesia for procedure on throat for removal of tumor,Moderate-Low,0.55605423,Moderate-Low
Removal or destruction of growth of bladder canal (urethra),Moderate-Low,0.9381181,Moderate-Low
Anesthesia for removal of urinary bladder tumors including use of an endoscope,Moderate-Low,0.82768637,Moderate-Low
Removal of embedded foreign body of mouth,Low,0.95705795,Moderate-Low
Suture of non-obstetrical vaginal injury,Moderate-Low,0.5541997,Moderate-Low
Ultrasound examination of lower large bowel using an endoscope,Moderate-Low,0.922894,Moderate-Low
Blood vessel procedure using an endoscope,High,0.58579165,Moderate-Low
Anesthesia for removal of urinary bladder stone,Moderate-Low,0.38213176,Moderate-Low
Balloon dilation of esophagus using an endoscope,Moderate-Low,0.95920813,Moderate-Low
Aspiration of abdominal cavity or cyst using an endoscope,Moderate-Low,0.73436624,Moderate-Low
Manipulation of hinged joints of upper and lower jaw bones under anesthesia,Moderate-Low,0.9767934,Moderate-Low
"Removal of foreskin, patient older than 28 days of age",Moderate-Low,0.9606663,Moderate-Low
"Repair of wound (over 30.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",Moderate-Low,0.907687,Moderate-Low
